±âÁØ³âµµ,ÇàÁ¤±¸¿ªÄÚµå,Åë°èÇ×¸ñ,Åë°è°ª
2023,25020640,ga_sd_003,431
2023,25020640,ga_sd_004,N/A
2023,25020640,ga_sd_005,1823
2023,25020640,ga_sd_006,97
2023,25020650,ga_sd_001,507
2023,25020650,ga_sd_002,877
2023,25020650,ga_sd_003,83
2023,25020650,ga_sd_005,1386
2023,25020650,ga_sd_006,109
2023,25020660,ga_sd_001,1315
2023,25020660,ga_sd_002,2124
2023,25020660,ga_sd_003,197
2023,25020660,ga_sd_004,N/A
2023,25020660,ga_sd_005,2199
2023,25020660,ga_sd_006,142
2023,25020670,ga_sd_001,1729
2023,25020670,ga_sd_002,3850
2023,25020670,ga_sd_003,297
2023,25020670,ga_sd_004,N/A
2023,25020670,ga_sd_005,2087
2023,25020670,ga_sd_006,136
2023,25020680,ga_sd_001,1078
2023,25020680,ga_sd_002,1931
2023,25020680,ga_sd_003,174
2023,25020680,ga_sd_005,2258
2023,25020680,ga_sd_006,111
2023,25020690,ga_sd_001,2523
2023,25020690,ga_sd_002,4472
2023,25020690,ga_sd_003,377
2023,25020690,ga_sd_005,3773
2023,25020690,ga_sd_006,202
2023,25030510,ga_sd_001,1755
2023,25030510,ga_sd_002,4069
2023,25030510,ga_sd_003,259
2023,25030510,ga_sd_005,2666
2023,25030510,ga_sd_006,145
2023,25030511,ga_sd_001,1072
2023,25030511,ga_sd_002,1833
2023,25030511,ga_sd_003,155
2023,25030511,ga_sd_004,N/A
2023,25030511,ga_sd_005,1399
2023,25030511,ga_sd_006,64
2023,25030512,ga_sd_001,2356
2023,25030512,ga_sd_002,7385
2023,25030512,ga_sd_003,290
2023,25030512,ga_sd_004,N/A
2023,25030512,ga_sd_005,3665
2023,25030512,ga_sd_006,244
2023,25030520,ga_sd_001,1776
2023,25030520,ga_sd_002,3012
2023,25030520,ga_sd_003,234
2023,25030520,ga_sd_004,N/A
2023,25030520,ga_sd_005,4784
2023,25030520,ga_sd_006,245
2023,25030530,ga_sd_001,1656
2023,25030530,ga_sd_002,2744
2023,25030530,ga_sd_003,205
2023,25030530,ga_sd_004,N/A
2023,25030530,ga_sd_005,3640
2023,25030530,ga_sd_006,154
2023,25030540,ga_sd_001,1584
2023,25030540,ga_sd_002,2758
2023,25030540,ga_sd_003,211
2023,25030540,ga_sd_005,1722
2023,25030540,ga_sd_006,100
2023,25030550,ga_sd_001,1307
2023,25030550,ga_sd_002,2265
2023,25030550,ga_sd_003,213
2023,25030550,ga_sd_004,N/A
2023,25030550,ga_sd_005,2560
2023,25030550,ga_sd_006,167
2023,25030560,ga_sd_001,954
2023,25030560,ga_sd_002,1601
2023,25030560,ga_sd_003,97
2023,25030560,ga_sd_004,N/A
2023,25030560,ga_sd_005,3871
2023,25030560,ga_sd_006,256
2023,25030570,ga_sd_001,1835
2023,25030570,ga_sd_002,4033
2023,25030570,ga_sd_003,196
2023,25030570,ga_sd_004,N/A
2023,25030570,ga_sd_005,7759
2023,25030570,ga_sd_006,510
2023,25030590,ga_sd_001,1049
2023,25030590,ga_sd_002,3278
2023,25030590,ga_sd_003,204
2023,25030590,ga_sd_004,N/A
2023,25030590,ga_sd_005,1039
2023,25030590,ga_sd_006,58
2023,25030600,ga_sd_001,2835
2023,25030600,ga_sd_002,6576
2023,25030600,ga_sd_003,273
2023,25030600,ga_sd_004,N/A
2023,25030600,ga_sd_005,4097
2023,25030600,ga_sd_006,376
2023,25030610,ga_sd_001,1296
2023,25030610,ga_sd_002,2393
2023,25030610,ga_sd_003,139
2023,25030610,ga_sd_004,N/A
2023,25030610,ga_sd_005,6739
2023,25030610,ga_sd_006,575
2023,25030620,ga_sd_001,1016
2023,25030620,ga_sd_002,1911
2023,25030620,ga_sd_003,176
2023,25030620,ga_sd_004,N/A
2023,25030620,ga_sd_005,1489
2023,25030620,ga_sd_006,103
2023,25030630,ga_sd_001,1967
2023,25030630,ga_sd_002,4291
2023,25030630,ga_sd_003,288
2023,25030630,ga_sd_004,N/A
2023,25030630,ga_sd_005,2574
2023,25030630,ga_sd_006,163
2023,25030640,ga_sd_001,1647
2023,25030640,ga_sd_002,3087
2023,25030640,ga_sd_003,222
2023,25030640,ga_sd_005,5919
2023,25030640,ga_sd_006,406
2023,25030650,ga_sd_001,1707
2023,25030650,ga_sd_002,3653
2023,25030650,ga_sd_003,176
2023,25030650,ga_sd_005,6641
2023,25030650,ga_sd_006,566
2023,25030660,ga_sd_001,733
2023,25030660,ga_sd_002,1246
2023,25030660,ga_sd_003,88
2023,25030660,ga_sd_005,4699
2023,25030660,ga_sd_006,302
2023,25030670,ga_sd_001,1263
2023,25030670,ga_sd_002,2220
2023,25030670,ga_sd_003,130
2023,25030670,ga_sd_004,N/A
2023,25030670,ga_sd_005,2869
2023,25030670,ga_sd_006,87
2023,25030680,ga_sd_001,1838
2023,25030680,ga_sd_002,4084
2023,25030680,ga_sd_003,218
2023,25030680,ga_sd_004,N/A
2023,25030680,ga_sd_005,1229
2023,25030680,ga_sd_006,78
2023,25030690,ga_sd_001,976
2023,25030690,ga_sd_002,2049
2023,25030690,ga_sd_003,95
2023,25030690,ga_sd_004,N/A
2023,25030690,ga_sd_005,2564
2023,25030690,ga_sd_006,130
2023,25030710,ga_sd_001,425
2023,25030710,ga_sd_002,347
2023,25030710,ga_sd_003,45
2023,25030710,ga_sd_004,N/A
2023,25030710,ga_sd_005,447
2023,25030710,ga_sd_006,38
2023,25030720,ga_sd_001,1193
2023,25030720,ga_sd_002,2752
2023,25030720,ga_sd_003,168
2023,25030720,ga_sd_005,2218
2023,25030720,ga_sd_006,126
2023,25030730,ga_sd_001,3209
2023,25030730,ga_sd_002,9707
2023,25030730,ga_sd_003,483
2023,25030730,ga_sd_004,N/A
2023,25030730,ga_sd_005,5618
2023,25030730,ga_sd_006,297
2023,25030740,ga_sd_001,1561
2023,25030740,ga_sd_002,3461
2023,25030740,ga_sd_003,223
2023,25030740,ga_sd_005,2446
2023,25030740,ga_sd_006,96
2023,25040540,ga_sd_001,3150
2023,25040540,ga_sd_002,5967
2023,25040540,ga_sd_003,350
2023,25040540,ga_sd_005,11820
2023,25040540,ga_sd_006,719
2023,25040550,ga_sd_001,1869
2023,25040550,ga_sd_002,4170
2023,25040550,ga_sd_003,205
2023,25040550,ga_sd_005,5058
2023,25040550,ga_sd_006,330
2023,25040570,ga_sd_001,2039
2023,25040570,ga_sd_002,4584
2023,25040570,ga_sd_003,235
2023,25040570,ga_sd_004,N/A
2023,25040570,ga_sd_005,4124
2023,25040570,ga_sd_006,221
2023,25040590,ga_sd_001,1689
2023,25040590,ga_sd_002,3821
2023,25040590,ga_sd_003,242
2023,25040590,ga_sd_004,N/A
2023,25040590,ga_sd_005,2748
2023,25040590,ga_sd_006,156
2023,25040610,ga_sd_001,2466
2023,25040610,ga_sd_002,6108
2023,25040610,ga_sd_003,290
2023,25040610,ga_sd_004,N/A
2023,25040610,ga_sd_005,5443
2023,25040610,ga_sd_006,386
2023,25040630,ga_sd_001,2068
2023,25040630,ga_sd_002,6657
2023,25040630,ga_sd_003,307
2023,25040630,ga_sd_004,N/A
2023,25040630,ga_sd_005,3461
2023,25040630,ga_sd_006,199
2023,25040640,ga_sd_001,1959
2023,25040640,ga_sd_002,2750
2023,25040640,ga_sd_003,188
2023,25040640,ga_sd_004,N/A
2023,25040640,ga_sd_005,11306
2023,25040640,ga_sd_006,723
2023,25040660,ga_sd_001,1883
2023,25040660,ga_sd_002,4473
2023,25040660,ga_sd_003,238
2023,25040660,ga_sd_004,N/A
2023,25040660,ga_sd_005,2495
2023,25040660,ga_sd_006,133
2023,25040670,ga_sd_001,2750
2023,25040670,ga_sd_002,7396
2023,25040670,ga_sd_003,284
2023,25040670,ga_sd_004,N/A
2023,25040670,ga_sd_005,3297
2023,25040670,ga_sd_006,174
2023,25040680,ga_sd_001,2215
2023,25040680,ga_sd_002,4225
2023,25040680,ga_sd_003,293
2023,25040680,ga_sd_004,N/A
2023,25040680,ga_sd_005,4291
2023,25040680,ga_sd_006,222
2023,25040690,ga_sd_001,1798
2023,25040690,ga_sd_002,3099
2023,25040690,ga_sd_003,179
2023,25040690,ga_sd_004,N/A
2023,25040690,ga_sd_005,3376
2023,25040690,ga_sd_006,211
2023,25040700,ga_sd_001,1849
2023,25040700,ga_sd_002,5160
2023,25040700,ga_sd_003,288
2023,25040700,ga_sd_005,1565
2023,25040700,ga_sd_006,93
2023,25040710,ga_sd_001,2181
2023,25040710,ga_sd_002,5095
2023,25040710,ga_sd_003,218
2023,25040710,ga_sd_004,N/A
2023,25040710,ga_sd_005,5054
2023,25040710,ga_sd_006,195
2023,25050510,ga_sd_001,1377
2023,25050510,ga_sd_002,2025
2023,25050510,ga_sd_003,197
2023,25050510,ga_sd_004,N/A
2023,25050510,ga_sd_005,4580
2023,25050510,ga_sd_006,159
2023,25050520,ga_sd_001,599
2023,25050520,ga_sd_002,953
2023,25050520,ga_sd_003,64
2023,25050520,ga_sd_004,N/A
2023,25050520,ga_sd_005,1318
2023,25050520,ga_sd_006,68
2023,25050530,ga_sd_001,1196
2023,25050530,ga_sd_002,1939
2023,25050530,ga_sd_003,151
2023,25050530,ga_sd_005,1630
2023,25050530,ga_sd_006,120
2023,25050540,ga_sd_001,1425
2023,25050540,ga_sd_002,2796
2023,25050540,ga_sd_003,204
2023,25050540,ga_sd_004,N/A
2023,25050540,ga_sd_005,1964
2023,25050540,ga_sd_006,131
2023,25050550,ga_sd_001,1592
2023,25050550,ga_sd_002,2842
2023,25050550,ga_sd_003,203
2023,25050550,ga_sd_004,N/A
2023,25050550,ga_sd_005,4651
2023,25050550,ga_sd_006,268
2023,25050560,ga_sd_001,1102
2023,25050560,ga_sd_002,2306
2023,25050560,ga_sd_003,113
2023,25050560,ga_sd_005,2062
2023,25050560,ga_sd_006,106
2023,25050570,ga_sd_001,1408
2023,25050570,ga_sd_002,2738
2023,25050570,ga_sd_003,190
2023,25050570,ga_sd_005,2111
2023,25050570,ga_sd_006,66
2023,25050580,ga_sd_001,1435
2023,25050580,ga_sd_002,2444
2023,25050580,ga_sd_003,158
2023,25050580,ga_sd_005,2232
2023,25050580,ga_sd_006,189
2023,25050590,ga_sd_001,1297
2023,25050590,ga_sd_002,3091
2023,25050590,ga_sd_003,188
2023,25050590,ga_sd_004,N/A
2023,25050590,ga_sd_005,1628
2023,25050590,ga_sd_006,130
2023,25050600,ga_sd_001,1178
2023,25050600,ga_sd_002,2072
2023,25050600,ga_sd_003,178
2023,25050600,ga_sd_005,2492
2023,25050600,ga_sd_006,194
2023,25050610,ga_sd_001,470
2023,25050610,ga_sd_002,1037
2023,25050610,ga_sd_003,65
2023,25050610,ga_sd_005,1260
2023,25050610,ga_sd_006,128
2023,25050620,ga_sd_001,1996
2023,25050620,ga_sd_002,5280
2023,25050620,ga_sd_003,262
2023,25050620,ga_sd_004,N/A
2023,25050620,ga_sd_005,2252
2023,25050620,ga_sd_006,131
2023,26010510,ga_sd_001,1042
2023,26010510,ga_sd_002,1665
2023,26010510,ga_sd_003,144
2023,26010510,ga_sd_004,N/A
2023,26010510,ga_sd_005,2288
2023,26010510,ga_sd_006,99
2023,26010520,ga_sd_001,1425
2023,26010520,ga_sd_002,2843
2023,26010520,ga_sd_003,172
2023,26010520,ga_sd_005,2522
2023,26010520,ga_sd_006,107
2023,26010530,ga_sd_001,865
2023,26010530,ga_sd_002,1326
2023,26010530,ga_sd_003,96
2023,26010530,ga_sd_005,1650
2023,26010530,ga_sd_006,54
2023,26010590,ga_sd_001,1743
2023,26010590,ga_sd_002,3126
2023,26010590,ga_sd_003,177
2023,26010590,ga_sd_005,2275
2023,26010590,ga_sd_006,70
2023,26010600,ga_sd_001,2858
2023,26010600,ga_sd_002,6231
2023,26010600,ga_sd_003,360
2023,26010600,ga_sd_004,N/A
2023,26010600,ga_sd_005,2590
2023,26010600,ga_sd_006,110
2023,26010610,ga_sd_001,2184
2023,26010610,ga_sd_002,3723
2023,26010610,ga_sd_003,313
2023,26010610,ga_sd_005,3430
2023,26010610,ga_sd_006,79
2023,26010620,ga_sd_001,1927
2023,26010620,ga_sd_002,3867
2023,26010620,ga_sd_003,252
2023,26010620,ga_sd_005,2536
2023,26010620,ga_sd_006,93
2023,26010630,ga_sd_001,1610
2023,26010630,ga_sd_002,3770
2023,26010630,ga_sd_003,223
2023,26010630,ga_sd_004,N/A
2023,26010630,ga_sd_005,2509
2023,26010630,ga_sd_006,108
2023,26010640,ga_sd_001,790
2023,26010640,ga_sd_002,2185
2023,26010640,ga_sd_003,108
2023,26010640,ga_sd_005,626
2023,26010640,ga_sd_006,42
2023,26010660,ga_sd_001,1597
2023,26010660,ga_sd_002,3757
2023,26010660,ga_sd_003,261
2023,26010660,ga_sd_004,N/A
2023,26010660,ga_sd_005,2345
2023,26010660,ga_sd_006,145
2023,26010670,ga_sd_001,1218
2023,26010670,ga_sd_002,1596
2023,26010670,ga_sd_003,158
2023,26010670,ga_sd_005,2675
2023,26010670,ga_sd_006,107
2023,26010681,ga_sd_001,1530
2023,26010681,ga_sd_002,3379
2023,26010681,ga_sd_003,171
2023,26010681,ga_sd_004,N/A
2023,26010681,ga_sd_005,2187
2023,26010681,ga_sd_006,85
2023,26020510,ga_sd_001,1884
2023,26020510,ga_sd_002,2654
2023,26020510,ga_sd_003,201
2023,26020510,ga_sd_005,3845
2023,26020510,ga_sd_006,245
2023,26020520,ga_sd_001,2045
2023,26020520,ga_sd_002,4680
2023,26020520,ga_sd_003,224
2023,26020520,ga_sd_004,N/A
2023,26020520,ga_sd_005,2436
2023,26020520,ga_sd_006,150
2023,26020530,ga_sd_001,1496
2023,26020530,ga_sd_002,2657
2023,26020530,ga_sd_003,171
2023,26020530,ga_sd_005,2601
2023,26020530,ga_sd_006,150
2023,26020540,ga_sd_001,1608
2023,26020540,ga_sd_002,3832
2023,26020540,ga_sd_003,185
2023,26020540,ga_sd_004,N/A
2023,26020540,ga_sd_005,2196
2023,26020540,ga_sd_006,121
2023,26020550,ga_sd_001,691
2023,26020550,ga_sd_002,1258
2023,26020550,ga_sd_003,94
2023,26020550,ga_sd_005,2123
2023,26020550,ga_sd_006,116
2023,26020560,ga_sd_001,2144
2023,26020560,ga_sd_002,4359
2023,26020560,ga_sd_003,223
2023,26020560,ga_sd_004,N/A
2023,26020560,ga_sd_005,5719
2023,26020560,ga_sd_006,406
2023,26020570,ga_sd_001,3973
2023,26020570,ga_sd_002,7777
2023,26020570,ga_sd_003,417
2023,26020570,ga_sd_004,N/A
2023,26020570,ga_sd_005,9423
2023,26020570,ga_sd_006,873
2023,26020580,ga_sd_001,1780
2023,26020580,ga_sd_002,3488
2023,26020580,ga_sd_003,193
2023,26020580,ga_sd_004,N/A
2023,26020580,ga_sd_005,3466
2023,26020580,ga_sd_006,131
2023,26020590,ga_sd_001,2501
2023,26020590,ga_sd_002,5852
2023,26020590,ga_sd_003,252
2023,26020590,ga_sd_004,N/A
2023,26020590,ga_sd_005,5255
2023,26020590,ga_sd_006,247
2023,26020600,ga_sd_001,2355
2023,26020600,ga_sd_002,4956
2023,26020600,ga_sd_003,230
2023,26020600,ga_sd_004,N/A
2023,26020600,ga_sd_005,1882
2023,26020600,ga_sd_006,75
2023,26020610,ga_sd_001,862
2023,26020610,ga_sd_002,1339
2023,26020610,ga_sd_003,114
2023,26020610,ga_sd_004,N/A
2023,26020610,ga_sd_005,1497
2023,26020610,ga_sd_006,97
2023,26020620,ga_sd_001,2467
2023,26020620,ga_sd_002,6643
2023,26020620,ga_sd_003,340
2023,26020620,ga_sd_004,N/A
2023,26020620,ga_sd_005,2599
2023,26020620,ga_sd_006,205
2023,26020630,ga_sd_001,1508
2023,26020630,ga_sd_002,3224
2023,26020630,ga_sd_003,176
2023,26020630,ga_sd_004,N/A
2023,26020630,ga_sd_005,974
2023,26020630,ga_sd_006,72
2023,26020640,ga_sd_001,1340
2023,26020640,ga_sd_002,2556
2023,26020640,ga_sd_003,143
2023,26020640,ga_sd_004,N/A
2023,26020640,ga_sd_005,1523
2023,26020640,ga_sd_006,111
2023,26030510,ga_sd_001,3267
2023,26030510,ga_sd_002,6426
2023,26030510,ga_sd_003,480
2023,26030510,ga_sd_004,N/A
2023,26030510,ga_sd_005,5949
2023,26030510,ga_sd_006,373
2023,26030520,ga_sd_001,624
2023,26030520,ga_sd_002,701
2023,26030520,ga_sd_003,60
2023,26030520,ga_sd_004,N/A
2023,26030520,ga_sd_005,1257
2023,26030520,ga_sd_006,42
2023,26030530,ga_sd_001,1477
2023,26030530,ga_sd_002,3428
2023,26030530,ga_sd_003,185
2023,26030530,ga_sd_005,2546
2023,26030530,ga_sd_006,104
2023,26030540,ga_sd_001,1009
2023,26030540,ga_sd_002,1946
2023,26030540,ga_sd_003,95
2023,26030540,ga_sd_005,1690
2023,26030540,ga_sd_006,74
2023,26030550,ga_sd_001,1484
2023,26030550,ga_sd_002,2505
2023,26030550,ga_sd_003,160
2023,26030550,ga_sd_004,N/A
2023,26030550,ga_sd_005,2018
2023,26030550,ga_sd_006,95
2023,26030580,ga_sd_001,862
2023,26030580,ga_sd_002,1461
2023,26030580,ga_sd_003,98
2023,26030580,ga_sd_004,N/A
2023,26030580,ga_sd_005,996
2023,26030580,ga_sd_006,27
2023,26030590,ga_sd_001,2166
2023,26030590,ga_sd_002,4889
2023,26030590,ga_sd_003,209
2023,26030590,ga_sd_005,2307
2023,26030590,ga_sd_006,140
2023,26030600,ga_sd_001,1105
2023,26030600,ga_sd_002,2092
2023,26030600,ga_sd_003,120
2023,26030600,ga_sd_004,N/A
2023,26030600,ga_sd_005,1233
2023,26030600,ga_sd_006,47
2023,26030610,ga_sd_001,1752
2023,26030610,ga_sd_002,3607
2023,26030610,ga_sd_003,227
2023,26030610,ga_sd_005,1706
2023,26030610,ga_sd_006,71
2023,26040510,ga_sd_001,2782
2023,26040510,ga_sd_002,7081
2023,26040510,ga_sd_003,342
2023,26040510,ga_sd_004,N/A
2023,26040510,ga_sd_005,3424
2023,26040510,ga_sd_006,195
2023,26040520,ga_sd_001,3119
2023,26040520,ga_sd_002,8759
2023,26040520,ga_sd_003,394
2023,26040520,ga_sd_004,N/A
2023,26040520,ga_sd_005,3248
2023,26040520,ga_sd_006,250
2023,26040530,ga_sd_001,2628
2023,26040530,ga_sd_002,7600
2023,26040530,ga_sd_003,355
2023,26040530,ga_sd_004,N/A
2023,26040530,ga_sd_005,2082
2023,26040530,ga_sd_006,131
2023,26040540,ga_sd_001,1426
2023,26040540,ga_sd_002,2948
2023,26040540,ga_sd_003,162
2023,26040540,ga_sd_004,N/A
2023,26040540,ga_sd_005,1491
2023,26040540,ga_sd_006,113
2023,26040560,ga_sd_001,2605
2023,26040560,ga_sd_002,5309
2023,26040560,ga_sd_003,231
2023,26040560,ga_sd_005,4403
2023,26040560,ga_sd_006,229
2023,26040570,ga_sd_001,2756
2023,26040570,ga_sd_002,7443
2023,26040570,ga_sd_003,309
2023,26040570,ga_sd_005,3170
2023,26040570,ga_sd_006,140
2023,26040580,ga_sd_001,819
2023,26040580,ga_sd_002,1529
2023,26040580,ga_sd_003,73
2023,26040580,ga_sd_005,1583
2023,26040580,ga_sd_006,80
2023,26040590,ga_sd_001,1011
2023,26040590,ga_sd_002,1763
2023,26040590,ga_sd_003,96
2023,26040590,ga_sd_005,1539
2023,26040590,ga_sd_006,61
2023,26510110,ga_sd_001,1610
2023,26510110,ga_sd_002,2985
2023,26510110,ga_sd_003,235
2023,26510110,ga_sd_005,4718
2023,26510110,ga_sd_006,412
2023,26510120,ga_sd_001,2831
2023,26510120,ga_sd_002,5110
2023,26510120,ga_sd_003,318
2023,26510120,ga_sd_004,N/A
2023,26510120,ga_sd_005,3249
2023,26510120,ga_sd_006,248
2023,26510130,ga_sd_001,2383
2023,26510130,ga_sd_002,5103
2023,26510130,ga_sd_003,311
2023,26510130,ga_sd_004,N/A
2023,26510130,ga_sd_005,3363
2023,26510130,ga_sd_006,241
2023,26510140,ga_sd_001,5263
2023,26510140,ga_sd_002,13555
2023,26510140,ga_sd_003,695
2023,26510140,ga_sd_004,5
2023,26510140,ga_sd_005,4442
2023,26510140,ga_sd_006,242
2023,26510150,ga_sd_001,1833
2023,26510150,ga_sd_002,3308
2023,26510150,ga_sd_003,233
2023,26510150,ga_sd_004,N/A
2023,26510150,ga_sd_005,2103
2023,26510150,ga_sd_006,147
2023,26510160,ga_sd_001,2387
2023,26510160,ga_sd_002,3331
2023,26510160,ga_sd_003,217
2023,26510160,ga_sd_004,N/A
2023,26510160,ga_sd_005,4366
2023,26510160,ga_sd_006,302
2023,26510310,ga_sd_001,887
2023,26510310,ga_sd_002,1127
2023,26510310,ga_sd_003,132
2023,26510310,ga_sd_004,N/A
2023,26510310,ga_sd_005,1613
2023,26510310,ga_sd_006,127
2023,26510340,ga_sd_001,979
2023,26510340,ga_sd_002,1005
2023,26510340,ga_sd_003,85
2023,26510340,ga_sd_005,1380
2023,26510340,ga_sd_006,94
2023,26510360,ga_sd_001,628
2023,26510360,ga_sd_002,465
2023,26510360,ga_sd_003,45
2023,26510360,ga_sd_005,484
2023,26510360,ga_sd_006,32
2023,26510370,ga_sd_001,513
2023,26510370,ga_sd_002,289
2023,26510370,ga_sd_003,46
2023,26510370,ga_sd_005,542
2023,26510370,ga_sd_006,38
2023,26510380,ga_sd_001,1184
2023,26510380,ga_sd_002,993
2023,26510380,ga_sd_003,89
2023,26510380,ga_sd_005,1255
2023,26510380,ga_sd_006,78
2023,26510400,ga_sd_001,277
2023,26510400,ga_sd_002,202
2023,26510400,ga_sd_003,18
2023,26510400,ga_sd_005,266
2023,26510400,ga_sd_006,19
2023,29010110,ga_sd_001,3176
2023,29010110,ga_sd_002,6670
2023,29010110,ga_sd_003,623
2023,29010110,ga_sd_004,N/A
2023,29010110,ga_sd_005,10398
2023,29010110,ga_sd_006,576
2023,29010311,ga_sd_001,239
2023,29010311,ga_sd_002,297
2023,29010311,ga_sd_003,38
2023,29010311,ga_sd_004,N/A
2023,29010311,ga_sd_005,1268
2023,29010311,ga_sd_006,50
2023,29010312,ga_sd_001,352
2023,29010312,ga_sd_002,350
2023,29010312,ga_sd_003,34
2023,29010312,ga_sd_005,593
2023,29010312,ga_sd_006,54
2023,29010330,ga_sd_001,606
2023,29010330,ga_sd_002,762
2023,29010330,ga_sd_003,74
2023,29010330,ga_sd_004,N/A
2023,29010330,ga_sd_005,1637
2023,29010330,ga_sd_006,96
2023,29010340,ga_sd_001,995
2023,29010340,ga_sd_002,1081
2023,29010340,ga_sd_003,119
2023,29010340,ga_sd_005,1830
2023,29010340,ga_sd_006,189
2023,29010350,ga_sd_001,649
2023,29010350,ga_sd_002,749
2023,29010350,ga_sd_003,84
2023,29010350,ga_sd_004,N/A
2023,29010350,ga_sd_005,3293
2023,29010350,ga_sd_006,190
2023,29010360,ga_sd_001,779
2023,29010360,ga_sd_002,896
2023,29010360,ga_sd_003,126
2023,29010360,ga_sd_005,1630
2023,29010360,ga_sd_006,107
2023,29010370,ga_sd_001,562
2023,29010370,ga_sd_002,678
2023,29010370,ga_sd_003,84
2023,29010370,ga_sd_004,N/A
2023,29010370,ga_sd_005,1171
2023,29010370,ga_sd_006,90
2023,29010380,ga_sd_001,383
2023,29010380,ga_sd_002,350
2023,29010380,ga_sd_003,52
2023,29010380,ga_sd_005,451
2023,29010380,ga_sd_006,29
2023,29010390,ga_sd_001,218
2023,29010390,ga_sd_002,295
2023,29010390,ga_sd_003,48
2023,29010390,ga_sd_005,395
2023,29010390,ga_sd_006,44
2023,29010512,ga_sd_001,419
2023,29010512,ga_sd_002,1852
2023,29010512,ga_sd_003,99
2023,29010512,ga_sd_004,N/A
2023,29010512,ga_sd_005,673
2023,29010512,ga_sd_006,74
2023,29010513,ga_sd_001,1780
2023,29010513,ga_sd_002,5258
2023,29010513,ga_sd_003,241
2023,29010513,ga_sd_004,N/A
2023,29010513,ga_sd_005,3861
2023,29010513,ga_sd_006,295
2023,29010514,ga_sd_001,1674
2023,29010514,ga_sd_002,4676
2023,29010514,ga_sd_003,264
2023,29010514,ga_sd_004,N/A
2023,29010514,ga_sd_005,2947
2023,29010514,ga_sd_006,217
2023,29010515,ga_sd_001,534
2023,29010515,ga_sd_002,1856
2023,29010515,ga_sd_003,87
2023,29010515,ga_sd_005,2478
2023,29010515,ga_sd_006,99
2023,29010521,ga_sd_001,1478
2023,29010521,ga_sd_002,5448
2023,29010521,ga_sd_003,220
2023,29010521,ga_sd_004,N/A
2023,29010521,ga_sd_005,2117
2023,29010521,ga_sd_006,143
2023,29010522,ga_sd_001,534
2023,29010522,ga_sd_002,2235
2023,29010522,ga_sd_003,128
2023,29010522,ga_sd_005,2633
2023,29010522,ga_sd_006,155
2023,29010560,ga_sd_001,1827
2023,29010560,ga_sd_002,5543
2023,29010560,ga_sd_003,265
2023,29010560,ga_sd_004,N/A
2023,29010560,ga_sd_005,2682
2023,29010560,ga_sd_006,197
2023,29010590,ga_sd_001,1296
2023,29010590,ga_sd_002,4925
2023,29010590,ga_sd_003,248
2023,29010590,ga_sd_005,1206
2023,29010590,ga_sd_006,89
2023,29010600,ga_sd_001,2232
2023,29010600,ga_sd_002,7392
2023,29010600,ga_sd_003,356
2023,29010600,ga_sd_005,2156
2023,29010600,ga_sd_006,194
2023,29010610,ga_sd_001,1106
2023,29010610,ga_sd_002,3636
2023,29010610,ga_sd_003,226
2023,29010610,ga_sd_004,N/A
2023,29010610,ga_sd_005,1071
2023,29010610,ga_sd_006,88
2023,29010640,ga_sd_001,864
2023,29010640,ga_sd_002,2188
2023,29010640,ga_sd_003,106
2023,29010640,ga_sd_005,1032
2023,29010640,ga_sd_006,59
2023,29010660,ga_sd_001,1226
2023,29010660,ga_sd_002,3790
2023,29010660,ga_sd_003,181
2023,29010660,ga_sd_004,N/A
2023,29010660,ga_sd_005,1472
2023,29010660,ga_sd_006,99
2023,29010680,ga_sd_001,1709
2023,29010680,ga_sd_002,5809
2023,29010680,ga_sd_003,229
2023,29010680,ga_sd_004,N/A
2023,29010680,ga_sd_005,2601
2023,29010680,ga_sd_006,184
2023,29010710,ga_sd_001,1487
2023,29010710,ga_sd_002,4290
2023,29010710,ga_sd_003,208
2023,29010710,ga_sd_004,N/A
2023,29010710,ga_sd_005,2060
2023,29010710,ga_sd_006,155
2023,31011540,ga_sd_001,1672
2023,31011540,ga_sd_002,4370
2023,31011540,ga_sd_003,289
2023,31011540,ga_sd_004,N/A
2023,31011540,ga_sd_005,3470
2023,31011540,ga_sd_006,228
2023,31011550,ga_sd_001,2335
2023,31011550,ga_sd_002,6952
2023,31011550,ga_sd_003,442
2023,31011550,ga_sd_004,6
2023,31011550,ga_sd_005,7819
2023,31011550,ga_sd_006,381
2023,31011560,ga_sd_001,1745
2023,31011560,ga_sd_002,5589
2023,31011560,ga_sd_003,396
2023,31011560,ga_sd_004,N/A
2023,31011560,ga_sd_005,2215
2023,31011560,ga_sd_006,178
2023,31011570,ga_sd_001,2257
2023,31011570,ga_sd_002,7277
2023,31011570,ga_sd_003,463
2023,31011570,ga_sd_004,N/A
2023,31011570,ga_sd_005,4062
2023,31011570,ga_sd_006,311
2023,31011580,ga_sd_001,1359
2023,31011580,ga_sd_002,3076
2023,31011580,ga_sd_003,267
2023,31011580,ga_sd_004,N/A
2023,31011580,ga_sd_005,4334
2023,31011580,ga_sd_006,324
2023,31011590,ga_sd_001,1205
2023,31011590,ga_sd_002,3432
2023,31011590,ga_sd_003,248
2023,31011590,ga_sd_005,3029
2023,31011590,ga_sd_006,182
2023,31011600,ga_sd_001,1881
2023,31011600,ga_sd_002,5245
2023,31011600,ga_sd_003,398
2023,31011600,ga_sd_004,N/A
