±âÁØ³âµµ,ÇàÁ¤±¸¿ªÄÚµå,Åë°èÇ×¸ñ,Åë°è°ª
2023,34020590,ga_sd_005,2101
2023,34020590,ga_sd_006,102
2023,34030110,ga_sd_001,860
2023,34030110,ga_sd_002,675
2023,34030110,ga_sd_003,83
2023,34030110,ga_sd_004,N/A
2023,34030110,ga_sd_005,1123
2023,34030110,ga_sd_006,79
2023,34030310,ga_sd_001,232
2023,34030310,ga_sd_002,183
2023,34030310,ga_sd_003,29
2023,34030310,ga_sd_005,297
2023,34030310,ga_sd_006,26
2023,34030320,ga_sd_001,626
2023,34030320,ga_sd_002,569
2023,34030320,ga_sd_003,100
2023,34030320,ga_sd_004,N/A
2023,34030320,ga_sd_005,668
2023,34030320,ga_sd_006,50
2023,34030330,ga_sd_001,637
2023,34030330,ga_sd_002,532
2023,34030330,ga_sd_003,62
2023,34030330,ga_sd_005,762
2023,34030330,ga_sd_006,66
2023,34030340,ga_sd_001,487
2023,34030340,ga_sd_002,370
2023,34030340,ga_sd_003,59
2023,34030340,ga_sd_005,568
2023,34030340,ga_sd_006,34
2023,34030350,ga_sd_001,374
2023,34030350,ga_sd_002,288
2023,34030350,ga_sd_003,42
2023,34030350,ga_sd_005,494
2023,34030350,ga_sd_006,20
2023,34030360,ga_sd_001,558
2023,34030360,ga_sd_002,410
2023,34030360,ga_sd_003,64
2023,34030360,ga_sd_005,654
2023,34030360,ga_sd_006,30
2023,34030370,ga_sd_001,778
2023,34030370,ga_sd_002,521
2023,34030370,ga_sd_003,95
2023,34030370,ga_sd_004,N/A
2023,34030370,ga_sd_005,743
2023,34030370,ga_sd_006,70
2023,34030380,ga_sd_001,397
2023,34030380,ga_sd_002,239
2023,34030380,ga_sd_003,28
2023,34030380,ga_sd_005,499
2023,34030380,ga_sd_006,21
2023,34030390,ga_sd_001,268
2023,34030390,ga_sd_002,168
2023,34030390,ga_sd_003,19
2023,34030390,ga_sd_004,N/A
2023,34030390,ga_sd_005,395
2023,34030390,ga_sd_006,20
2023,34030400,ga_sd_001,270
2023,34030400,ga_sd_002,251
2023,34030400,ga_sd_003,34
2023,34030400,ga_sd_005,413
2023,34030400,ga_sd_006,22
2023,34030510,ga_sd_001,1451
2023,34030510,ga_sd_002,2080
2023,34030510,ga_sd_003,150
2023,34030510,ga_sd_004,N/A
2023,34030510,ga_sd_005,2039
2023,34030510,ga_sd_006,190
2023,34030520,ga_sd_001,675
2023,34030520,ga_sd_002,993
2023,34030520,ga_sd_003,75
2023,34030520,ga_sd_004,N/A
2023,34030520,ga_sd_005,1050
2023,34030520,ga_sd_006,77
2023,34030530,ga_sd_001,1351
2023,34030530,ga_sd_002,2760
2023,34030530,ga_sd_003,153
2023,34030530,ga_sd_004,N/A
2023,34030530,ga_sd_005,2557
2023,34030530,ga_sd_006,188
2023,34030540,ga_sd_001,1578
2023,34030540,ga_sd_002,3162
2023,34030540,ga_sd_003,170
2023,34030540,ga_sd_004,N/A
2023,34030540,ga_sd_005,2898
2023,34030540,ga_sd_006,180
2023,34030560,ga_sd_001,805
2023,34030560,ga_sd_002,746
2023,34030560,ga_sd_003,76
2023,34030560,ga_sd_004,N/A
2023,34030560,ga_sd_005,1029
2023,34030560,ga_sd_006,103
2023,34040110,ga_sd_001,695
2023,34040110,ga_sd_002,886
2023,34040110,ga_sd_003,87
2023,34040110,ga_sd_004,N/A
2023,34040110,ga_sd_005,978
2023,34040110,ga_sd_006,96
2023,34040120,ga_sd_001,5429
2023,34040120,ga_sd_002,14949
2023,34040120,ga_sd_003,877
2023,34040120,ga_sd_004,N/A
2023,34040120,ga_sd_005,14452
2023,34040120,ga_sd_006,1021
2023,34040310,ga_sd_001,513
2023,34040310,ga_sd_002,561
2023,34040310,ga_sd_003,63
2023,34040310,ga_sd_004,N/A
2023,34040310,ga_sd_005,503
2023,34040310,ga_sd_006,49
2023,34040330,ga_sd_001,2176
2023,34040330,ga_sd_002,8708
2023,34040330,ga_sd_003,364
2023,34040330,ga_sd_004,N/A
2023,34040330,ga_sd_005,4914
2023,34040330,ga_sd_006,407
2023,34040340,ga_sd_001,1466
2023,34040340,ga_sd_002,3317
2023,34040340,ga_sd_003,240
2023,34040340,ga_sd_004,N/A
2023,34040340,ga_sd_005,3069
2023,34040340,ga_sd_006,370
2023,34040350,ga_sd_001,1767
2023,34040350,ga_sd_002,3502
2023,34040350,ga_sd_003,254
2023,34040350,ga_sd_004,7
2023,34040350,ga_sd_005,4899
2023,34040350,ga_sd_006,480
2023,34040360,ga_sd_001,746
2023,34040360,ga_sd_002,618
2023,34040360,ga_sd_003,101
2023,34040360,ga_sd_004,N/A
2023,34040360,ga_sd_005,865
2023,34040360,ga_sd_006,65
2023,34040370,ga_sd_001,711
2023,34040370,ga_sd_002,715
2023,34040370,ga_sd_003,84
2023,34040370,ga_sd_004,N/A
2023,34040370,ga_sd_005,1270
2023,34040370,ga_sd_006,110
2023,34040380,ga_sd_001,443
2023,34040380,ga_sd_002,334
2023,34040380,ga_sd_003,52
2023,34040380,ga_sd_005,513
2023,34040380,ga_sd_006,48
2023,34040390,ga_sd_001,632
2023,34040390,ga_sd_002,492
2023,34040390,ga_sd_003,65
2023,34040390,ga_sd_004,N/A
2023,34040390,ga_sd_005,728
2023,34040390,ga_sd_006,80
2023,34040400,ga_sd_001,1769
2023,34040400,ga_sd_002,3098
2023,34040400,ga_sd_003,195
2023,34040400,ga_sd_004,N/A
2023,34040400,ga_sd_005,4239
2023,34040400,ga_sd_006,344
2023,34040510,ga_sd_001,694
2023,34040510,ga_sd_002,1375
2023,34040510,ga_sd_003,107
2023,34040510,ga_sd_004,N/A
2023,34040510,ga_sd_005,1724
2023,34040510,ga_sd_006,144
2023,34040520,ga_sd_001,912
2023,34040520,ga_sd_002,1398
2023,34040520,ga_sd_003,133
2023,34040520,ga_sd_004,N/A
2023,34040520,ga_sd_005,2625
2023,34040520,ga_sd_006,222
2023,34040530,ga_sd_001,2614
2023,34040530,ga_sd_002,7432
2023,34040530,ga_sd_003,482
2023,34040530,ga_sd_004,N/A
2023,34040530,ga_sd_005,4332
2023,34040530,ga_sd_006,390
2023,34040540,ga_sd_001,1445
2023,34040540,ga_sd_002,3168
2023,34040540,ga_sd_003,206
2023,34040540,ga_sd_004,N/A
2023,34040540,ga_sd_005,2168
2023,34040540,ga_sd_006,232
2023,34040550,ga_sd_001,1483
2023,34040550,ga_sd_002,3788
2023,34040550,ga_sd_003,259
2023,34040550,ga_sd_005,2584
2023,34040550,ga_sd_006,197
2023,34040560,ga_sd_001,1911
2023,34040560,ga_sd_002,4930
2023,34040560,ga_sd_003,300
2023,34040560,ga_sd_005,3862
2023,34040560,ga_sd_006,338
2023,34050110,ga_sd_001,1456
2023,34050110,ga_sd_002,1708
2023,34050110,ga_sd_003,117
2023,34050110,ga_sd_004,N/A
2023,34050110,ga_sd_005,2909
2023,34050110,ga_sd_006,277
2023,34050310,ga_sd_001,861
2023,34050310,ga_sd_002,1044
2023,34050310,ga_sd_003,109
2023,34050310,ga_sd_004,N/A
2023,34050310,ga_sd_005,944
2023,34050310,ga_sd_006,77
2023,34050320,ga_sd_001,873
2023,34050320,ga_sd_002,596
2023,34050320,ga_sd_003,95
2023,34050320,ga_sd_004,N/A
2023,34050320,ga_sd_005,801
2023,34050320,ga_sd_006,37
2023,34050330,ga_sd_001,594
2023,34050330,ga_sd_002,331
2023,34050330,ga_sd_003,44
2023,34050330,ga_sd_005,569
2023,34050330,ga_sd_006,35
2023,34050340,ga_sd_001,963
2023,34050340,ga_sd_002,1186
2023,34050340,ga_sd_003,113
2023,34050340,ga_sd_005,1175
2023,34050340,ga_sd_006,143
2023,34050350,ga_sd_001,1326
2023,34050350,ga_sd_002,3051
2023,34050350,ga_sd_003,148
2023,34050350,ga_sd_004,N/A
2023,34050350,ga_sd_005,1681
2023,34050350,ga_sd_006,171
2023,34050360,ga_sd_001,1166
2023,34050360,ga_sd_002,1300
2023,34050360,ga_sd_003,115
2023,34050360,ga_sd_004,N/A
2023,34050360,ga_sd_005,1382
2023,34050360,ga_sd_006,110
2023,34050370,ga_sd_001,771
2023,34050370,ga_sd_002,547
2023,34050370,ga_sd_003,69
2023,34050370,ga_sd_004,N/A
2023,34050370,ga_sd_005,953
2023,34050370,ga_sd_006,47
2023,34050380,ga_sd_001,941
2023,34050380,ga_sd_002,863
2023,34050380,ga_sd_003,115
2023,34050380,ga_sd_004,N/A
2023,34050380,ga_sd_005,2250
2023,34050380,ga_sd_006,84
2023,34050390,ga_sd_001,813
2023,34050390,ga_sd_002,811
2023,34050390,ga_sd_003,96
2023,34050390,ga_sd_005,981
2023,34050390,ga_sd_006,44
2023,34050510,ga_sd_001,1715
2023,34050510,ga_sd_002,2963
2023,34050510,ga_sd_003,197
2023,34050510,ga_sd_004,N/A
2023,34050510,ga_sd_005,3174
2023,34050510,ga_sd_006,256
2023,34050520,ga_sd_001,1765
2023,34050520,ga_sd_002,3069
2023,34050520,ga_sd_003,203
2023,34050520,ga_sd_004,N/A
2023,34050520,ga_sd_005,2089
2023,34050520,ga_sd_006,165
2023,34050530,ga_sd_001,830
2023,34050530,ga_sd_002,1233
2023,34050530,ga_sd_003,91
2023,34050530,ga_sd_004,N/A
2023,34050530,ga_sd_005,1689
2023,34050530,ga_sd_006,108
2023,34050540,ga_sd_001,1298
2023,34050540,ga_sd_002,2785
2023,34050540,ga_sd_003,151
2023,34050540,ga_sd_004,N/A
2023,34050540,ga_sd_005,2631
2023,34050540,ga_sd_006,215
2023,34050550,ga_sd_001,2675
2023,34050550,ga_sd_002,6794
2023,34050550,ga_sd_003,305
2023,34050550,ga_sd_004,N/A
2023,34050550,ga_sd_005,3989
2023,34050550,ga_sd_006,261
2023,34060110,ga_sd_001,996
2023,34060110,ga_sd_002,1037
2023,34060110,ga_sd_003,82
2023,34060110,ga_sd_005,1383
2023,34060110,ga_sd_006,86
2023,34060120,ga_sd_001,1449
2023,34060120,ga_sd_002,1838
2023,34060120,ga_sd_003,179
2023,34060120,ga_sd_004,N/A
2023,34060120,ga_sd_005,2129
2023,34060120,ga_sd_006,137
2023,34060310,ga_sd_001,582
2023,34060310,ga_sd_002,420
2023,34060310,ga_sd_003,70
2023,34060310,ga_sd_004,N/A
2023,34060310,ga_sd_005,657
2023,34060310,ga_sd_006,52
2023,34060320,ga_sd_001,566
2023,34060320,ga_sd_002,477
2023,34060320,ga_sd_003,83
2023,34060320,ga_sd_005,610
2023,34060320,ga_sd_006,46
2023,34060330,ga_sd_001,397
2023,34060330,ga_sd_002,349
2023,34060330,ga_sd_003,42
2023,34060330,ga_sd_005,498
2023,34060330,ga_sd_006,31
2023,34060340,ga_sd_001,438
2023,34060340,ga_sd_002,352
2023,34060340,ga_sd_003,46
2023,34060340,ga_sd_005,629
2023,34060340,ga_sd_006,57
2023,34060350,ga_sd_001,467
2023,34060350,ga_sd_002,413
2023,34060350,ga_sd_003,57
2023,34060350,ga_sd_005,539
2023,34060350,ga_sd_006,33
2023,34060360,ga_sd_001,813
2023,34060360,ga_sd_002,621
2023,34060360,ga_sd_003,85
2023,34060360,ga_sd_005,958
2023,34060360,ga_sd_006,91
2023,34060370,ga_sd_001,369
2023,34060370,ga_sd_002,224
2023,34060370,ga_sd_003,37
2023,34060370,ga_sd_005,428
2023,34060370,ga_sd_006,31
2023,34060380,ga_sd_001,752
2023,34060380,ga_sd_002,704
2023,34060380,ga_sd_003,109
2023,34060380,ga_sd_005,913
2023,34060380,ga_sd_006,50
2023,34060390,ga_sd_001,506
2023,34060390,ga_sd_002,360
2023,34060390,ga_sd_003,60
2023,34060390,ga_sd_005,572
2023,34060390,ga_sd_006,41
2023,34060400,ga_sd_001,448
2023,34060400,ga_sd_002,449
2023,34060400,ga_sd_003,73
2023,34060400,ga_sd_004,N/A
2023,34060400,ga_sd_005,890
2023,34060400,ga_sd_006,59
2023,34060410,ga_sd_001,301
2023,34060410,ga_sd_002,248
2023,34060410,ga_sd_003,42
2023,34060410,ga_sd_004,N/A
2023,34060410,ga_sd_005,317
2023,34060410,ga_sd_006,17
2023,34060510,ga_sd_001,2944
2023,34060510,ga_sd_002,5737
2023,34060510,ga_sd_003,360
2023,34060510,ga_sd_004,N/A
2023,34060510,ga_sd_005,6545
2023,34060510,ga_sd_006,346
2023,34060520,ga_sd_001,1598
2023,34060520,ga_sd_002,2609
2023,34060520,ga_sd_003,176
2023,34060520,ga_sd_004,N/A
2023,34060520,ga_sd_005,2126
2023,34060520,ga_sd_006,154
2023,34070310,ga_sd_001,1279
2023,34070310,ga_sd_002,2467
2023,34070310,ga_sd_003,126
2023,34070310,ga_sd_004,N/A
2023,34070310,ga_sd_005,1563
2023,34070310,ga_sd_006,102
2023,34070330,ga_sd_001,1561
2023,34070330,ga_sd_002,2849
2023,34070330,ga_sd_003,186
2023,34070330,ga_sd_004,N/A
2023,34070330,ga_sd_005,2406
2023,34070330,ga_sd_006,140
2023,34070340,ga_sd_001,291
2023,34070340,ga_sd_002,1669
2023,34070340,ga_sd_003,52
2023,34070340,ga_sd_004,N/A
2023,34070340,ga_sd_005,327
2023,34070340,ga_sd_006,N/A
2023,34070510,ga_sd_001,884
2023,34070510,ga_sd_002,1353
2023,34070510,ga_sd_003,93
2023,34070510,ga_sd_005,936
2023,34070510,ga_sd_006,60
2023,34080110,ga_sd_001,1055
2023,34080110,ga_sd_002,1011
2023,34080110,ga_sd_003,137
2023,34080110,ga_sd_004,N/A
2023,34080110,ga_sd_005,1531
2023,34080110,ga_sd_006,115
2023,34080120,ga_sd_001,2497
2023,34080120,ga_sd_002,4862
2023,34080120,ga_sd_003,302
2023,34080120,ga_sd_004,N/A
2023,34080120,ga_sd_005,5285
2023,34080120,ga_sd_006,431
2023,34080310,ga_sd_001,778
2023,34080310,ga_sd_002,622
2023,34080310,ga_sd_003,81
2023,34080310,ga_sd_004,N/A
2023,34080310,ga_sd_005,934
2023,34080310,ga_sd_006,59
2023,34080320,ga_sd_001,961
2023,34080320,ga_sd_002,971
2023,34080320,ga_sd_003,102
2023,34080320,ga_sd_005,2567
2023,34080320,ga_sd_006,160
2023,34080330,ga_sd_001,374
2023,34080330,ga_sd_002,248
2023,34080330,ga_sd_003,35
2023,34080330,ga_sd_005,439
2023,34080330,ga_sd_006,11
2023,34080340,ga_sd_001,523
2023,34080340,ga_sd_002,400
2023,34080340,ga_sd_003,63
2023,34080340,ga_sd_004,N/A
2023,34080340,ga_sd_005,759
2023,34080340,ga_sd_006,35
2023,34080350,ga_sd_001,513
2023,34080350,ga_sd_002,408
2023,34080350,ga_sd_003,60
2023,34080350,ga_sd_005,542
2023,34080350,ga_sd_006,44
2023,34080360,ga_sd_001,715
2023,34080360,ga_sd_002,597
2023,34080360,ga_sd_003,74
2023,34080360,ga_sd_004,N/A
2023,34080360,ga_sd_005,764
2023,34080360,ga_sd_006,49
2023,34080370,ga_sd_001,750
2023,34080370,ga_sd_002,730
2023,34080370,ga_sd_003,96
2023,34080370,ga_sd_005,857
2023,34080370,ga_sd_006,55
2023,34080380,ga_sd_001,1410
2023,34080380,ga_sd_002,2436
2023,34080380,ga_sd_003,205
2023,34080380,ga_sd_004,N/A
2023,34080380,ga_sd_005,2033
2023,34080380,ga_sd_006,137
2023,34080390,ga_sd_001,1028
2023,34080390,ga_sd_002,1615
2023,34080390,ga_sd_003,152
2023,34080390,ga_sd_004,N/A
2023,34080390,ga_sd_005,2788
2023,34080390,ga_sd_006,247
2023,34080510,ga_sd_001,2363
2023,34080510,ga_sd_002,5683
2023,34080510,ga_sd_003,236
2023,34080510,ga_sd_004,N/A
2023,34080510,ga_sd_005,5620
2023,34080510,ga_sd_006,480
2023,34080520,ga_sd_001,1796
2023,34080520,ga_sd_002,4076
2023,34080520,ga_sd_003,266
2023,34080520,ga_sd_004,N/A
2023,34080520,ga_sd_005,2635
2023,34080520,ga_sd_006,190
2023,34080530,ga_sd_001,1363
2023,34080530,ga_sd_002,3067
2023,34080530,ga_sd_003,163
2023,34080530,ga_sd_005,1941
2023,34080530,ga_sd_006,168
2023,34510110,ga_sd_001,2527
2023,34510110,ga_sd_002,3616
2023,34510110,ga_sd_003,291
2023,34510110,ga_sd_004,N/A
2023,34510110,ga_sd_005,3160
2023,34510110,ga_sd_006,195
2023,34510310,ga_sd_001,477
2023,34510310,ga_sd_002,318
2023,34510310,ga_sd_003,56
2023,34510310,ga_sd_005,573
2023,34510310,ga_sd_006,36
2023,34510320,ga_sd_001,456
2023,34510320,ga_sd_002,280
2023,34510320,ga_sd_003,43
2023,34510320,ga_sd_005,506
2023,34510320,ga_sd_006,28
2023,34510330,ga_sd_001,411
2023,34510330,ga_sd_002,242
2023,34510330,ga_sd_003,28
2023,34510330,ga_sd_005,498
2023,34510330,ga_sd_006,29
2023,34510340,ga_sd_001,376
2023,34510340,ga_sd_002,267
2023,34510340,ga_sd_003,36
2023,34510340,ga_sd_004,N/A
2023,34510340,ga_sd_005,450
2023,34510340,ga_sd_006,17
2023,34510350,ga_sd_001,388
2023,34510350,ga_sd_002,280
2023,34510350,ga_sd_003,36
2023,34510350,ga_sd_005,439
2023,34510350,ga_sd_006,21
2023,34510360,ga_sd_001,353
2023,34510360,ga_sd_002,175
2023,34510360,ga_sd_003,29
2023,34510360,ga_sd_004,N/A
2023,34510360,ga_sd_005,386
2023,34510360,ga_sd_006,28
2023,34510370,ga_sd_001,504
2023,34510370,ga_sd_002,315
2023,34510370,ga_sd_003,42
2023,34510370,ga_sd_004,N/A
2023,34510370,ga_sd_005,662
2023,34510370,ga_sd_006,44
2023,34510380,ga_sd_001,435
2023,34510380,ga_sd_002,329
2023,34510380,ga_sd_003,46
2023,34510380,ga_sd_005,493
2023,34510380,ga_sd_006,35
2023,34510390,ga_sd_001,772
2023,34510390,ga_sd_002,670
2023,34510390,ga_sd_003,87
2023,34510390,ga_sd_004,N/A
2023,34510390,ga_sd_005,1633
2023,34510390,ga_sd_006,230
2023,34530110,ga_sd_001,2147
2023,34530110,ga_sd_002,2688
2023,34530110,ga_sd_003,293
2023,34530110,ga_sd_004,N/A
2023,34530110,ga_sd_005,2837
2023,34530110,ga_sd_006,194
2023,34530310,ga_sd_001,1264
2023,34530310,ga_sd_002,1832
2023,34530310,ga_sd_003,153
2023,34530310,ga_sd_004,N/A
2023,34530310,ga_sd_005,1494
2023,34530310,ga_sd_006,97
2023,34530320,ga_sd_001,546
2023,34530320,ga_sd_002,431
2023,34530320,ga_sd_003,50
2023,34530320,ga_sd_005,622
2023,34530320,ga_sd_006,38
2023,34530330,ga_sd_001,381
2023,34530330,ga_sd_002,233
2023,34530330,ga_sd_003,28
2023,34530330,ga_sd_005,438
2023,34530330,ga_sd_006,20
2023,34530340,ga_sd_001,273
2023,34530340,ga_sd_002,148
2023,34530340,ga_sd_003,19
2023,34530340,ga_sd_005,270
2023,34530340,ga_sd_006,14
2023,34530350,ga_sd_001,356
2023,34530350,ga_sd_002,254
2023,34530350,ga_sd_003,43
2023,34530350,ga_sd_005,394
2023,34530350,ga_sd_006,20
2023,34530360,ga_sd_001,432
2023,34530360,ga_sd_002,312
2023,34530360,ga_sd_003,37
2023,34530360,ga_sd_005,478
2023,34530360,ga_sd_006,26
2023,34530370,ga_sd_001,248
2023,34530370,ga_sd_002,137
2023,34530370,ga_sd_003,8
2023,34530370,ga_sd_005,305
2023,34530370,ga_sd_006,15
2023,34530380,ga_sd_001,298
2023,34530380,ga_sd_002,172
2023,34530380,ga_sd_003,26
2023,34530380,ga_sd_005,357
2023,34530380,ga_sd_006,16
2023,34530390,ga_sd_001,189
2023,34530390,ga_sd_002,106
2023,34530390,ga_sd_003,9
2023,34530390,ga_sd_005,271
2023,34530390,ga_sd_006,10
2023,34530400,ga_sd_001,282
2023,34530400,ga_sd_002,159
2023,34530400,ga_sd_003,10
2023,34530400,ga_sd_005,378
2023,34530400,ga_sd_006,19
2023,34530410,ga_sd_001,429
2023,34530410,ga_sd_002,282
2023,34530410,ga_sd_003,39
2023,34530410,ga_sd_005,530
2023,34530410,ga_sd_006,32
2023,34530420,ga_sd_001,405
2023,34530420,ga_sd_002,283
2023,34530420,ga_sd_003,46
2023,34530420,ga_sd_005,456
2023,34530420,ga_sd_006,12
2023,34530430,ga_sd_001,471
2023,34530430,ga_sd_002,317
2023,34530430,ga_sd_003,45
2023,34530430,ga_sd_005,518
2023,34530430,ga_sd_006,44
2023,34530440,ga_sd_001,412
2023,34530440,ga_sd_002,315
2023,34530440,ga_sd_003,47
2023,34530440,ga_sd_004,N/A
2023,34530440,ga_sd_005,378
2023,34530440,ga_sd_006,26
2023,34530450,ga_sd_001,297
2023,34530450,ga_sd_002,261
2023,34530450,ga_sd_003,32
2023,34530450,ga_sd_005,382
2023,34530450,ga_sd_006,15
2023,34540110,ga_sd_001,1213
2023,34540110,ga_sd_002,1506
2023,34540110,ga_sd_003,149
2023,34540110,ga_sd_004,N/A
2023,34540110,ga_sd_005,2087
2023,34540110,ga_sd_006,147
2023,34540120,ga_sd_001,1535
2023,34540120,ga_sd_002,2010
2023,34540120,ga_sd_003,158
2023,34540120,ga_sd_004,N/A
2023,34540120,ga_sd_005,1675
2023,34540120,ga_sd_006,94
2023,34540310,ga_sd_001,666
2023,34540310,ga_sd_002,545
2023,34540310,ga_sd_003,64
2023,34540310,ga_sd_004,N/A
2023,34540310,ga_sd_005,846
2023,34540310,ga_sd_006,58
2023,34540320,ga_sd_001,360
2023,34540320,ga_sd_002,224
2023,34540320,ga_sd_003,31
2023,34540320,ga_sd_005,445
2023,34540320,ga_sd_006,23
2023,34540330,ga_sd_001,260
2023,34540330,ga_sd_002,174
2023,34540330,ga_sd_003,11
2023,34540330,ga_sd_005,320
2023,34540330,ga_sd_006,12
2023,34540340,ga_sd_001,374
2023,34540340,ga_sd_002,251
2023,34540340,ga_sd_003,32
2023,34540340,ga_sd_005,543
2023,34540340,ga_sd_006,25
2023,34540350,ga_sd_001,242
2023,34540350,ga_sd_002,121
2023,34540350,ga_sd_003,26
2023,34540350,ga_sd_004,N/A
2023,34540350,ga_sd_005,304
2023,34540350,ga_sd_006,11
2023,34540360,ga_sd_001,199
2023,34540360,ga_sd_002,127
2023,34540360,ga_sd_003,14
2023,34540360,ga_sd_004,N/A
2023,34540360,ga_sd_005,248
2023,34540360,ga_sd_006,15
2023,34540370,ga_sd_001,214
2023,34540370,ga_sd_002,122
2023,34540370,ga_sd_003,11
2023,34540370,ga_sd_005,289
2023,34540370,ga_sd_006,9
2023,34540380,ga_sd_001,355
2023,34540380,ga_sd_002,189
2023,34540380,ga_sd_003,23
2023,34540380,ga_sd_005,451
2023,34540380,ga_sd_006,18
2023,34540390,ga_sd_001,314
2023,34540390,ga_sd_002,198
2023,34540390,ga_sd_003,32
2023,34540390,ga_sd_005,446
2023,34540390,ga_sd_006,21
2023,34540400,ga_sd_001,489
2023,34540400,ga_sd_002,297
2023,34540400,ga_sd_003,40
2023,34540400,ga_sd_005,557
2023,34540400,ga_sd_006,32
2023,34540410,ga_sd_001,570
2023,34540410,ga_sd_002,475
2023,34540410,ga_sd_003,70
2023,34540410,ga_sd_004,N/A
2023,34540410,ga_sd_005,689
2023,34540410,ga_sd_006,71
2023,34550110,ga_sd_001,1089
2023,34550110,ga_sd_002,1338
2023,34550110,ga_sd_003,170
2023,34550110,ga_sd_004,N/A
2023,34550110,ga_sd_005,1591
2023,34550110,ga_sd_006,151
2023,34550310,ga_sd_001,324
2023,34550310,ga_sd_002,211
2023,34550310,ga_sd_003,32
2023,34550310,ga_sd_004,N/A
2023,34550310,ga_sd_005,412
2023,34550310,ga_sd_006,20
2023,34550320,ga_sd_001,324
2023,34550320,ga_sd_002,254
2023,34550320,ga_sd_003,43
2023,34550320,ga_sd_004,N/A
2023,34550320,ga_sd_005,392
2023,34550320,ga_sd_006,25
2023,34550330,ga_sd_001,431
2023,34550330,ga_sd_002,439
2023,34550330,ga_sd_003,55
2023,34550330,ga_sd_004,N/A
2023,34550330,ga_sd_005,585
2023,34550330,ga_sd_006,48
2023,34550340,ga_sd_001,208
2023,34550340,ga_sd_002,176
2023,34550340,ga_sd_003,29
2023,34550340,ga_sd_004,N/A
2023,34550340,ga_sd_005,251
2023,34550340,ga_sd_006,17
2023,34550350,ga_sd_001,280
2023,34550350,ga_sd_002,222
2023,34550350,ga_sd_003,32
2023,34550350,ga_sd_005,319
2023,34550350,ga_sd_006,15
2023,34550360,ga_sd_001,336
2023,34550360,ga_sd_002,244
2023,34550360,ga_sd_003,51
2023,34550360,ga_sd_005,414
2023,34550360,ga_sd_006,22
2023,34550370,ga_sd_001,402
2023,34550370,ga_sd_002,275
2023,34550370,ga_sd_003,39
2023,34550370,ga_sd_004,N/A
2023,34550370,ga_sd_005,482
2023,34550370,ga_sd_006,35
2023,34550380,ga_sd_001,318
2023,34550380,ga_sd_002,227
2023,34550380,ga_sd_003,40
2023,34550380,ga_sd_005,425
2023,34550380,ga_sd_006,21
2023,34550390,ga_sd_001,301
2023,34550390,ga_sd_002,242
2023,34550390,ga_sd_003,37
2023,34550390,ga_sd_005,366
2023,34550390,ga_sd_006,33
2023,34560110,ga_sd_001,3455
2023,34560110,ga_sd_002,5641
2023,34560110,ga_sd_003,468
2023,34560110,ga_sd_004,N/A
2023,34560110,ga_sd_005,6332
2023,34560110,ga_sd_006,390
2023,34560120,ga_sd_001,1117
2023,34560120,ga_sd_002,918
2023,34560120,ga_sd_003,116
2023,34560120,ga_sd_004,N/A
2023,34560120,ga_sd_005,1525
2023,34560120,ga_sd_006,88
2023,34560130,ga_sd_001,2248
2023,34560130,ga_sd_002,5638
2023,34560130,ga_sd_003,319
2023,34560130,ga_sd_004,N/A
2023,34560130,ga_sd_005,3881
2023,34560130,ga_sd_006,195
2023,34560320,ga_sd_001,525
2023,34560320,ga_sd_002,401
2023,34560320,ga_sd_003,51
2023,34560320,ga_sd_005,657
2023,34560320,ga_sd_006,47
2023,34560330,ga_sd_001,496
2023,34560330,ga_sd_002,443
2023,34560330,ga_sd_003,65
2023,34560330,ga_sd_005,511
2023,34560330,ga_sd_006,28
2023,34560340,ga_sd_001,458
2023,34560340,ga_sd_002,301
2023,34560340,ga_sd_003,36
2023,34560340,ga_sd_005,559
2023,34560340,ga_sd_006,32
2023,34560350,ga_sd_001,368
2023,34560350,ga_sd_002,221
2023,34560350,ga_sd_003,30
2023,34560350,ga_sd_004,N/A
2023,34560350,ga_sd_005,398
2023,34560350,ga_sd_006,18
2023,34560360,ga_sd_001,360
2023,34560360,ga_sd_002,201
2023,34560360,ga_sd_003,23
2023,34560360,ga_sd_005,402
2023,34560360,ga_sd_006,17
2023,34560370,ga_sd_001,472
2023,34560370,ga_sd_002,349
2023,34560370,ga_sd_003,60
2023,34560370,ga_sd_004,N/A
2023,34560370,ga_sd_005,582
2023,34560370,ga_sd_006,25
2023,34560380,ga_sd_001,553
2023,34560380,ga_sd_002,344
2023,34560380,ga_sd_003,58
2023,34560380,ga_sd_005,672
2023,34560380,ga_sd_006,35
2023,34560390,ga_sd_001,516
2023,34560390,ga_sd_002,413
2023,34560390,ga_sd_003,52
2023,34560390,ga_sd_005,686
2023,34560390,ga_sd_006,42
2023,34570110,ga_sd_001,3382
2023,34570110,ga_sd_002,4991
2023,34570110,ga_sd_003,427
2023,34570110,ga_sd_004,N/A
2023,34570110,ga_sd_005,4627
2023,34570110,ga_sd_006,326
2023,34570120,ga_sd_001,1519
2023,34570120,ga_sd_002,2320
2023,34570120,ga_sd_003,173
2023,34570120,ga_sd_004,N/A
2023,34570120,ga_sd_005,2424
2023,34570120,ga_sd_006,155
2023,34570310,ga_sd_001,383
2023,34570310,ga_sd_002,253
2023,34570310,ga_sd_003,35
2023,34570310,ga_sd_005,419
2023,34570310,ga_sd_006,31
