기준연도,격자코드,통계항목,통계값
2023,21040630,to_em_020,1911
2023,21040640,to_em_020,6855
2023,21040650,to_em_020,7467
2023,21040660,to_em_020,3975
2023,21040670,to_em_020,2089
2023,21040680,to_em_020,1264
2023,21040690,to_em_020,3042
2023,21050520,to_em_020,26452
2023,21050540,to_em_020,3644
2023,21050550,to_em_020,5746
2023,21050560,to_em_020,10347
2023,21050570,to_em_020,9718
2023,21050610,to_em_020,13362
2023,21050640,to_em_020,5604
2023,21050660,to_em_020,2758
2023,21050680,to_em_020,4123
2023,21050700,to_em_020,2834
2023,21050720,to_em_020,3313
2023,21050740,to_em_020,6202
2023,21050750,to_em_020,3875
2023,21050760,to_em_020,3657
2023,21050770,to_em_020,17971
2023,21050800,to_em_020,4715
2023,21050810,to_em_020,7231
2023,21050820,to_em_020,23096
2023,21050830,to_em_020,11961
2023,21050840,to_em_020,4473
2023,21060510,to_em_020,14287
2023,21060520,to_em_020,2405
2023,21060550,to_em_020,9780
2023,21060560,to_em_020,7924
2023,21060570,to_em_020,10720
2023,21060580,to_em_020,5160
2023,21060590,to_em_020,5446
2023,21060600,to_em_020,5150
2023,21060610,to_em_020,8662
2023,21060620,to_em_020,7782
2023,21060630,to_em_020,4282
2023,21060640,to_em_020,2997
2023,21060650,to_em_020,9570
2023,21070530,to_em_020,16743
2023,21070540,to_em_020,2935
2023,21070550,to_em_020,5257
2023,21070560,to_em_020,3783
2023,21070570,to_em_020,6899
2023,21070580,to_em_020,2170
2023,21070590,to_em_020,2731
2023,21070600,to_em_020,2219
2023,21070610,to_em_020,9746
2023,21070620,to_em_020,5268
2023,21070630,to_em_020,1331
2023,21070660,to_em_020,1981
2023,21070670,to_em_020,9101
2023,21070680,to_em_020,2519
2023,21070690,to_em_020,5210
2023,21070700,to_em_020,6109
2023,21070710,to_em_020,2276
2023,21080510,to_em_020,5425
2023,21080520,to_em_020,7106
2023,21080530,to_em_020,3892
2023,21080540,to_em_020,6897
2023,21080550,to_em_020,3932
2023,21080560,to_em_020,4474
2023,21080570,to_em_020,9246
2023,21080580,to_em_020,1163
2023,21080590,to_em_020,2287
2023,21080600,to_em_020,4193
2023,21080610,to_em_020,2346
2023,21080620,to_em_020,2925
2023,21080630,to_em_020,8776
2023,21090530,to_em_020,14815
2023,21090540,to_em_020,3586
2023,21090560,to_em_020,4292
2023,21090580,to_em_020,1652
2023,21090590,to_em_020,1177
2023,21090620,to_em_020,4170
2023,21090640,to_em_020,23875
2023,21090650,to_em_020,4338
2023,21090660,to_em_020,6838
2023,21090670,to_em_020,7841
2023,21090680,to_em_020,2137
2023,21090690,to_em_020,5086
2023,21090700,to_em_020,11465
2023,21090710,to_em_020,1703
