iter	Passed	Remaining
1658	240370	49407
1659	240594	49278
1660	240796	49145
1661	241012	49014
1662	241233	48885
1663	241446	48753
1664	241639	48618
1665	241843	48484
1666	242043	48350
1667	242235	48214
1668	242439	48081
1669	242642	47947
1670	242851	47814
1671	243057	47681
1672	243277	47550
1673	243485	47417
1674	243681	47281
1675	243896	47149
1676	244113	47017
1677	244337	46887
1678	244558	46756
1679	244764	46621
1680	244983	46489
1681	245185	46354
1682	245389	46220
1683	245599	46086
1684	245822	45954
1685	246034	45821
1686	246234	45685
1687	246445	45551
1688	246657	45417
1689	246860	45282
1690	247062	45146
1691	247262	45009
1692	247479	44876
1693	247694	44743
1694	247902	44607
1695	248106	44471
1696	248316	44336
1697	248527	44202
1698	248728	44065
1699	248945	43931
1700	249163	43797
1701	249366	43661
1702	249592	43528
1703	249794	43391
1704	250007	43256
1705	250217	43120
1706	250420	42983
1707	250629	42847
1708	250854	42714
1709	251050	42575
1710	251241	42436
1711	251450	42300
1712	251653	42162
1713	251862	42025
1714	252075	41890
1715	252283	41753
1716	252481	41614
1717	252696	41478
1718	252899	41340
1719	253098	41202
1720	253304	41064
1721	253526	40929
1722	253730	40791
1723	253923	40651
1724	254106	40509
1725	254306	40370
1726	254510	40232
1727	254707	40092
1728	254881	39949
1729	255025	39801
1730	255153	39651
1731	255277	39500
1732	255416	39351
1733	255560	39203
1734	255701	39055
1735	255836	38906
1736	255981	38758
1737	256115	38608
1738	256247	38459
1739	256452	38320
1740	256651	38180
1741	256855	38041
1742	257049	37901
1743	257244	37760
1744	257437	37619
1745	257647	37481
1746	257856	37342
1747	258065	37203
1748	258272	37064
1749	258475	36925
1750	258677	36785
1751	258875	36644
1752	259101	36507
1753	259305	36367
1754	259517	36228
1755	259742	36091
1756	259970	35954
1757	260185	35816
1758	260357	35671
1759	260605	35537
1760	260808	35396
1761	261016	35256
1762	261228	35116
1763	261458	34979
1764	261672	34840
1765	261870	34698
1766	262070	34557
1767	262284	34417
1768	262497	34277
1769	262702	34136
1770	262903	33994
1771	263102	33852
1772	263304	33711
1773	263518	33571
1774	263734	33431
1775	263933	33288
1776	264135	33146
1777	264349	33006
1778	264549	32864
1779	264754	32722
1780	264960	32580
1781	265159	32438
1782	265367	32296
1783	265572	32154
1784	265778	32012
1785	265968	31868
1786	266185	31727
1787	266399	31586
1788	266604	31444
1789	266808	31301
1790	267023	31160
1791	267246	31019
1792	267445	30876
1793	267645	30733
1794	267855	30590
1795	268067	30448
1796	268305	30309
1797	268503	30165
1798	268713	30022
1799	268931	29881
1800	269138	29738
1801	269334	29593
1802	269532	29449
1803	269724	29304
1804	269928	29161
1805	270128	29017
1806	270344	28874
1807	270541	28730
1808	270746	28586
1809	270974	28444
1810	271194	28302
1811	271405	28159
1812	271604	28014
1813	271810	27870
1814	272023	27726
1815	272237	27583
1816	272449	27439
1817	272666	27296
1818	272861	27151
1819	273067	27006
1820	273295	26864
1821	273493	26718
1822	273701	26574
1823	273913	26430
1824	274121	26285
1825	274318	26139
1826	274538	25996
1827	274748	25851
1828	274958	25706
1829	275152	25560
1830	275346	25414
1831	275553	25269
1832	275756	25123
1833	275961	24977
1834	276162	24832
1835	276358	24685
1836	276562	24539
1837	276772	24394
1838	276977	24248
1839	277179	24102
1840	277378	23956
1841	277595	23811
1842	277792	23664
1843	277991	23517
1844	278197	23371
1845	278412	23226
1846	278640	23081
1847	278862	22936
1848	279085	22791
1849	279289	22645
1850	279482	22497
1851	279688	22350
1852	279888	22203
1853	280085	22056
1854	280295	21909
1855	280498	21762
1856	280716	21616
1857	280928	21470
1858	281134	21323
1859	281330	21175
1860	281521	21027
1861	281720	20879
1862	281921	20731
1863	282105	20582
1864	282307	20435
1865	282504	20287
1866	282711	20139
1867	282929	19992
1868	283136	19845
1869	283355	19698
1870	283566	19551
1871	283792	19404
1872	284005	19257
1873	284215	19109
1874	284452	18963
1875	284655	18815
1876	284868	18667
1877	285061	18518
1878	285261	18369
1879	285464	18221
1880	285661	18072
1881	285870	17923
1882	286072	17775
1883	286273	17626
1884	286499	17478
1885	286705	17330
1886	286918	17181
1887	287123	17032
1888	287324	16883
1889	287543	16735
1890	287768	16587
1891	287971	16438
1892	288182	16289
1893	288391	16140
1894	288609	15991
1895	288810	15841
1896	289016	15692
1897	289218	15542
1898	289422	15393
1899	289623	15243
1900	289817	15093
1901	290039	14944
1902	290265	14795
1903	290476	14645
1904	290678	14495
1905	290889	14346
1906	291104	14196
1907	291342	14047
1908	291545	13897
1909	291752	13747
1910	291967	13597
1911	292165	13446
1912	292369	13296
1913	292624	13148
1914	292827	12997
1915	293041	12847
1916	293238	12696
1917	293444	12545
1918	293659	12395
1919	293858	12244
1920	294080	12093
1921	294287	11942
1922	294494	11792
1923	294710	11641
1924	294949	11491
1925	295164	11340
1926	295371	11189
1927	295591	11038
1928	295832	10888
1929	296038	10737
1930	296239	10585
1931	296444	10433
1932	296662	10282
1933	296880	10131
1934	297086	9979
1935	297302	9828
1936	297505	9676
1937	297706	9524
1938	297909	9372
1939	298101	9219
1940	298294	9067
1941	298479	8914
1942	298688	8762
1943	298900	8610
1944	299096	8457
1945	299298	8305
1946	299508	8153
1947	299718	8000
1948	299915	7847
1949	300126	7695
1950	300335	7543
1951	300536	7390
1952	300753	7237
1953	300967	7085
1954	301185	6932
1955	301391	6779
1956	301613	6627
1957	301828	6474
1958	302058	6321
1959	302263	6168
1960	302461	6015
1961	302679	5862
1962	302894	5709
1963	303121	5556
1964	303330	5402
1965	303548	5249
1966	303758	5096
1967	303975	4942
1968	304193	4789
1969	304408	4635
1970	304617	4481
1971	304825	4328
1972	305041	4174
1973	305257	4020
1974	305456	3866
1975	305676	3712
1976	305883	3558
1977	306084	3404
1978	306284	3250
1979	306481	3095
1980	306682	2941
1981	306910	2787
1982	307117	2632
1983	307325	2478
1984	307521	2323
1985	307738	2169
1986	307951	2014
1987	308165	1860
1988	308368	1705
1989	308582	1550
1990	308792	1395
1991	309018	1241
1992	309229	1086
1993	309431	931
1994	309636	776
1995	309859	620
1996	310076	465
1997	310291	310
1998	310510	155
1999	310724	0
