iter	Logloss
213	0.6837692428
214	0.683745187
215	0.6837065812
216	0.6837065763
217	0.6836747353
218	0.6836419702
219	0.6836206197
220	0.6836192901
221	0.6836101969
222	0.6835822786
223	0.683560882
224	0.6835440084
225	0.6835288338
226	0.6835000702
227	0.6835000702
228	0.6834785211
229	0.6834301053
230	0.6834183164
231	0.6834178282
232	0.6834070691
233	0.6833830549
234	0.6833699825
235	0.6833595543
236	0.683352598
237	0.6833180525
238	0.6832915125
239	0.6832747465
240	0.6832377876
241	0.683202504
242	0.6831836817
243	0.6831680985
244	0.6831421657
245	0.6831227778
246	0.6830953045
247	0.6830749878
248	0.6830445019
249	0.6830095076
250	0.6829956806
251	0.6829907236
252	0.6829523865
253	0.6829444131
254	0.6829079515
255	0.6828936828
256	0.6828751731
257	0.6828297992
258	0.6828179637
259	0.6827989018
260	0.6827775287
261	0.6827551933
262	0.6827327397
263	0.6827160624
264	0.6826928865
265	0.6826817642
266	0.6826729729
267	0.6826600538
268	0.6826407187
269	0.6826042518
270	0.6825681541
271	0.6825451703
272	0.6825291843
273	0.6825276868
274	0.6824853828
275	0.6824754992
276	0.6824629205
277	0.6824296793
278	0.6824243812
279	0.6824159619
280	0.682388413
281	0.6823687586
282	0.6823670474
283	0.6823337446
284	0.6823132742
285	0.6822821328
286	0.6822195326
287	0.6822189646
288	0.6822099416
289	0.6821787457
290	0.6821486554
291	0.6821442788
292	0.6821051788
293	0.6820957952
294	0.68209448
295	0.6820777497
296	0.6820331481
297	0.6820167177
298	0.6819761504
299	0.6819448997
300	0.6819227163
301	0.68189018
302	0.6818766546
303	0.6818575958
304	0.6818535831
305	0.6818361458
306	0.6818247446
307	0.6818245123
308	0.6818089197
309	0.6818087019
310	0.6817967521
311	0.681776133
312	0.6817707423
313	0.6817605491
314	0.6817375388
315	0.6817127975
316	0.6817019206
317	0.6816865953
318	0.6816763344
319	0.6816511164
320	0.6816236653
321	0.6815891503
322	0.6815698556
323	0.6815615247
324	0.6815496481
325	0.681529361
326	0.6815290972
327	0.6815144042
328	0.6814994841
329	0.6814823885
330	0.6814633503
331	0.6814328872
332	0.6814024175
333	0.6813802545
334	0.6813641291
335	0.6813445795
336	0.6813224937
337	0.6812949882
338	0.6812657858
339	0.6812460405
340	0.6812348247
341	0.6812206361
342	0.6812020078
343	0.6811834055
344	0.6811739346
345	0.6811580366
346	0.6811340303
347	0.6811043726
348	0.6811043726
349	0.6810751487
350	0.6810537006
351	0.6810303857
352	0.681017229
353	0.6809990163
354	0.6809739769
355	0.6809463063
356	0.6809243399
357	0.680887211
358	0.6808449186
359	0.6808322937
360	0.6808265601
361	0.6808005011
362	0.6807693258
363	0.6807314652
364	0.6807161042
365	0.6806662182
366	0.6806590468
367	0.6806386244
368	0.6806098467
369	0.6805792314
370	0.6805642102
371	0.6805612234
372	0.6805166181
373	0.6804953612
374	0.6804637238
375	0.6804503539
376	0.6804206931
377	0.6804102798
378	0.6803593003
379	0.6803261452
380	0.6803154178
381	0.6802907403
382	0.6802712659
383	0.6802246628
384	0.6802176607
385	0.6801969472
386	0.6801729281
387	0.6801598198
388	0.6801163388
389	0.680090872
390	0.6800664445
391	0.680036709
392	0.6800181815
393	0.6799850557
394	0.6799584738
395	0.6799438985
396	0.6799320391
397	0.6799205925
398	0.6799192934
399	0.6798926782
400	0.6798864591
401	0.6798815857
402	0.6798619249
403	0.6798455142
404	0.6798334542
405	0.6798163216
406	0.6797772976
407	0.6797555192
408	0.6797315293
409	0.6797314832
410	0.679726432
411	0.6797021186
412	0.6796844424
413	0.6796644704
414	0.6796569142
415	0.679642385
416	0.6796239157
417	0.6795887317
418	0.6795815432
419	0.6795610661
420	0.6795466302
421	0.6795465359
422	0.6795292937
423	0.679509622
424	0.6794862184
425	0.6794634354
426	0.679429813
427	0.6794254197
428	0.6793984994
429	0.6793688817
430	0.6793574493
431	0.679348195
432	0.6793174981
433	0.6792805881
434	0.6792557241
435	0.6792263363
436	0.679221758
437	0.6792049044
438	0.679176772
439	0.6791431383
440	0.6791431333
441	0.6791431333
442	0.6791115083
443	0.6790971275
444	0.6790904763
445	0.6790671903
446	0.6790448541
447	0.6790246217
448	0.6790084473
449	0.6789978899
450	0.6789978892
451	0.6789851975
452	0.6789666188
453	0.6789234981
454	0.6788980238
455	0.6788839543
456	0.6788638982
457	0.6788456037
458	0.6788256831
459	0.6788256005
460	0.6788256005
461	0.678806853
462	0.678806853
463	0.6787840434
464	0.6787681597
465	0.6787252522
466	0.678712301
467	0.6786859511
468	0.6786718769
469	0.6786431199
470	0.6786178478
471	0.678617846
472	0.678617846
473	0.6785946521
474	0.678570624
475	0.67856101
476	0.6785610097
477	0.6784843915
478	0.6784678144
479	0.6784533731
480	0.6784533306
481	0.6784365619
482	0.6784130717
483	0.6783976389
484	0.6783841952
485	0.6783563826
486	0.6783456782
487	0.6783237284
488	0.6782989331
489	0.6782989331
490	0.6782754107
491	0.6782465391
492	0.6782337538
493	0.6782188084
494	0.678190678
495	0.6781647506
496	0.6781440938
497	0.6781276763
498	0.6780986013
499	0.6780887423
500	0.6780678323
501	0.6780462841
502	0.678017758
503	0.678004031
504	0.677984802
505	0.6779506566
506	0.6779222733
507	0.6778987985
508	0.6778882385
509	0.6778771943
510	0.6778441903
511	0.6778100736
512	0.6778008815
513	0.6777830416
514	0.6777648603
515	0.6777218324
516	0.6776997129
517	0.6776851863
518	0.6776740167
519	0.6776514213
520	0.6776032028
521	0.677570832
522	0.6775502291
523	0.6775443202
524	0.6775030709
525	0.6774946895
526	0.6774892528
527	0.6774684692
528	0.6774486165
529	0.6774297555
530	0.6774059272
531	0.6773848303
532	0.6773638017
533	0.6773301874
534	0.677303202
535	0.6772598622
536	0.677245394
537	0.6772170679
538	0.6771948509
539	0.6771847211
540	0.6771680835
541	0.677139322
542	0.6771080111
543	0.6770964036
544	0.6770814176
545	0.6770704752
546	0.6770618597
547	0.6770527719
548	0.6770527719
549	0.6770345865
550	0.6769965698
551	0.6769804583
552	0.6769553665
553	0.6769216131
554	0.6768850006
555	0.6768682173
556	0.6768527197
557	0.6768214801
558	0.6768060555
559	0.6767546467
560	0.6767319446
561	0.6766999215
562	0.6766813558
563	0.6766590347
564	0.6766529793
565	0.676628822
566	0.6766131687
567	0.6765859312
568	0.6765421895
569	0.6765292646
570	0.6765147707
571	0.676478448
572	0.6764653623
573	0.6764514224
574	0.6764139433
575	0.6763913577
576	0.6763641334
577	0.6763435704
578	0.6763301993
579	0.6763196057
580	0.6762909779
581	0.6762617036
582	0.6762042916
583	0.6761941469
584	0.676155023
585	0.6761321131
586	0.6761037166
587	0.6760722033
588	0.6760533923
589	0.6760224847
590	0.6759946289
591	0.6759726339
592	0.6759388417
593	0.6759156383
594	0.6758919891
595	0.6758485417
596	0.6758323016
597	0.6758019759
598	0.6757739395
599	0.6757567653
600	0.6757393533
601	0.675695453
602	0.6756778627
603	0.6756539523
604	0.6756435958
605	0.6756131268
606	0.6755853659
607	0.6755836684
608	0.6755768248
609	0.6755520503
610	0.6755314945
611	0.6754886633
612	0.675437344
613	0.6754175485
614	0.6754045275
615	0.6754045275
616	0.6753796847
617	0.6753796847
618	0.675354417
619	0.6753530837
620	0.6753367235
621	0.6753228864
622	0.6752859785
623	0.6752626799
624	0.6752036392
625	0.6751700968
626	0.6751526089
627	0.6751402803
628	0.6751256437
629	0.6750995081
630	0.6750856966
631	0.6750627895
632	0.675052385
633	0.6750060496
634	0.6749873881
635	0.6749607197
636	0.6748971534
637	0.6748681702
638	0.6748474982
639	0.6748347845
640	0.6748174094
641	0.674803313
642	0.6747801587
643	0.6747592272
644	0.6747264948
645	0.674716713
646	0.6746894263
647	0.6746567379
648	0.6746292584
649	0.6746045591
650	0.6745866855
651	0.6745664289
652	0.6745373758
653	0.6745228812
654	0.6745018561
655	0.6744647399
656	0.6744395264
657	0.6744153222
658	0.6743939932
659	0.6743807605
660	0.6743570656
661	0.6743308999
662	0.6743093348
663	0.6742717544
664	0.6742584237
665	0.6742264268
666	0.674191635
667	0.6741607346
668	0.6741487476
669	0.6741428126
670	0.674130157
671	0.6741167887
672	0.6740852088
673	0.6740605345
674	0.674033839
675	0.674023802
676	0.67400696
677	0.6739960446
678	0.6739771218
679	0.6739553874
680	0.6739317107
681	0.6739059091
682	0.6738954797
683	0.6738745538
684	0.67384901
685	0.6738262613
686	0.6738067511
687	0.6737827245
688	0.6737646007
689	0.673744239
690	0.6737166195
691	0.6736982032
692	0.6736775649
693	0.6736512907
694	0.6736204565
695	0.673595367
696	0.6735675858
697	0.673537955
698	0.6735155849
699	0.673497801
700	0.6734887563
701	0.6734694798
702	0.6734481505
703	0.6734234237
704	0.6734004221
705	0.6733784432
706	0.6733423075
707	0.6733139763
708	0.6732828744
709	0.6732426846
710	0.6732154455
711	0.6731816341
712	0.6731633716
713	0.6731427567
714	0.673120321
715	0.6730980839
716	0.6730621675
717	0.6730335185
718	0.6730079806
719	0.6729916422
720	0.6729733002
721	0.6729516867
722	0.6729223959
723	0.6729025347
724	0.6728686436
725	0.6728466866
726	0.6728278804
727	0.672790841
728	0.672761215
729	0.6727419357
730	0.6727190062
731	0.6726982971
732	0.6726694782
733	0.6726487584
734	0.6726192925
735	0.672603816
736	0.6725845654
737	0.6725432409
738	0.6725251512
739	0.6725130069
740	0.6724879272
741	0.6724559872
742	0.6724312962
743	0.6724127057
744	0.672384539
745	0.6723747222
746	0.6723654338
747	0.6723464378
748	0.6723287198
749	0.6723027347
750	0.6722824781
751	0.6722673607
752	0.6722340789
753	0.6722028113
754	0.672168353
755	0.6721458277
756	0.6721324816
757	0.6721100573
758	0.6720684971
759	0.6720463058
760	0.6720215493
761	0.6719971291
762	0.6719787839
763	0.6719616534
764	0.6719393384
765	0.6719211855
766	0.6719019402
767	0.6718786512
768	0.6718353338
769	0.6718129131
770	0.6717894343
771	0.6717616845
772	0.6717386459
773	0.6717153066
774	0.6716939749
775	0.6716789471
776	0.6716625384
777	0.6716404131
778	0.671621295
779	0.6715967943
780	0.6715863046
781	0.6715682818
782	0.6715473835
783	0.6715257438
784	0.6715023582
785	0.6714750334
786	0.6714575285
787	0.6714329615
788	0.6714089489
789	0.6713803922
790	0.6713661989
791	0.6713479515
792	0.6713310771
793	0.6713123786
794	0.6712920946
795	0.6712653868
796	0.6712448396
797	0.6712208121
798	0.6712024632
799	0.6711861585
800	0.6711794181
801	0.6711517588
802	0.6711272207
803	0.6711129343
804	0.6710817987
805	0.6710718155
806	0.6710537276
807	0.6710373543
808	0.6710169899
809	0.6710018237
810	0.6709637386
811	0.670953296
812	0.6709328898
813	0.6708960136
814	0.6708582932
815	0.6708437235
816	0.6708226428
817	0.6708047668
818	0.6707790817
819	0.6707542649
820	0.6707286208
821	0.6707108204
822	0.6706920824
823	0.6706721836
824	0.6706391051
825	0.6706248668
826	0.6706045584
827	0.6705767388
828	0.6705427276
829	0.6705019947
830	0.6704860354
831	0.670471422
832	0.6704491491
833	0.670424392
834	0.6704083819
835	0.6703905329
836	0.6703738229
837	0.6703360384
838	0.6703094304
839	0.6702820759
840	0.670252428
841	0.6702324759
842	0.6702199988
843	0.6701945863
844	0.670176381
845	0.6701566047
846	0.6701372237
847	0.6701026839
848	0.6700803258
849	0.6700609948
850	0.6700444849
851	0.6700234599
852	0.6699954468
853	0.669974781
854	0.6699400459
855	0.6699185728
856	0.6698980181
857	0.6698765016
858	0.6698618569
859	0.6698402172
860	0.6698208645
861	0.6697947849
862	0.6697711465
863	0.6697479832
864	0.6697236897
865	0.6697030056
866	0.6696816425
867	0.669658327
868	0.6696346175
869	0.6695894766
870	0.6695680791
871	0.6695546945
872	0.6695391795
873	0.6695107852
874	0.6694979931
875	0.6694833936
876	0.6694596467
877	0.6694326082
878	0.6694270524
879	0.6693976533
880	0.6693680261
881	0.6693510108
882	0.669334272
883	0.6693039949
884	0.6692903448
885	0.6692594222
886	0.6692495749
887	0.6692318921
888	0.6691948001
889	0.6691710835
890	0.6691561449
891	0.669144192
892	0.669124652
893	0.6690887525
894	0.669053352
895	0.6690249664
896	0.6690029786
897	0.6689717834
898	0.668951254
899	0.6689376887
900	0.6689230508
901	0.6689083787
902	0.6688817494
903	0.6688670754
904	0.6688438916
905	0.6688005524
906	0.6687836057
907	0.6687705748
908	0.6687344616
909	0.6686998273
910	0.6686791392
911	0.668656119
912	0.6686327188
913	0.6686126918
914	0.6685931358
915	0.6685766664
916	0.6685607927
917	0.6685401622
918	0.6685199818
919	0.6684853205
920	0.6684524317
921	0.6684226025
922	0.6684034431
923	0.66837639
924	0.668350837
925	0.6683331388
926	0.668306012
927	0.6682955321
928	0.6682768622
929	0.6682565434
930	0.6682313656
931	0.6682013967
932	0.6681815615
933	0.6681526819
934	0.668118446
935	0.6680982659
936	0.6680778801
937	0.6680623711
938	0.668035796
939	0.6680130149
940	0.6679872
941	0.667956196
942	0.6679420484
943	0.6679128964
944	0.6678927744
945	0.6678663624
946	0.6678506856
947	0.6678233464
948	0.6677942548
949	0.6677776167
950	0.6677358273
951	0.6677174605
952	0.6676975228
953	0.6676577406
954	0.6676349045
955	0.6676089727
956	0.6675825206
957	0.667569947
958	0.667551694
959	0.6675410514
960	0.6675184844
961	0.6675084059
962	0.6674819109
963	0.667452584
964	0.6674388764
965	0.6674108968
966	0.6673918825
967	0.6673707983
968	0.6673497981
969	0.6673243761
970	0.6673014107
971	0.6672940375
972	0.667276092
973	0.6672585714
974	0.6672299249
975	0.6672040956
976	0.667185623
977	0.6671614923
978	0.6671163808
979	0.6671066598
980	0.6670822616
981	0.6670600076
982	0.667050421
983	0.6670376102
984	0.667012644
985	0.6669901577
986	0.6669677935
987	0.6669494
988	0.6669250721
989	0.6669046436
990	0.6668692171
991	0.666851917
992	0.6668337752
993	0.666815219
994	0.6667994881
995	0.6667812163
996	0.6667602233
997	0.6667374168
998	0.6667247387
999	0.6667046081
1000	0.6666908672
1001	0.6666824262
1002	0.6666685532
1003	0.6666514383
1004	0.6666267892
1005	0.66660424
1006	0.6665875953
1007	0.6665485753
1008	0.666530563
1009	0.6665097525
1010	0.6664969508
1011	0.6664567108
1012	0.6664440856
1013	0.6664168989
1014	0.6663915083
1015	0.6663777838
1016	0.6663718465
1017	0.6663538826
1018	0.6663437785
1019	0.6663243819
1020	0.666304269
1021	0.6662746547
1022	0.6662557854
1023	0.6662206196
1024	0.6661905209
1025	0.6661697884
1026	0.6661531548
1027	0.6661325578
1028	0.6661014855
1029	0.666092689
1030	0.6660706683
1031	0.6660486262
1032	0.6660277893
1033	0.6660007508
1034	0.6659732286
1035	0.665945678
1036	0.6659313855
1037	0.6659005384
1038	0.6658519377
1039	0.665833076
1040	0.6658194817
1041	0.6657938715
1042	0.6657624148
1043	0.6657451864
1044	0.6657273379
1045	0.665713018
1046	0.6656956972
1047	0.6656729474
1048	0.6656531107
1049	0.665642496
1050	0.6656223186
1051	0.6655933286
1052	0.6655736801
1053	0.6655571135
1054	0.6655292234
1055	0.6655091118
1056	0.6654881973
1057	0.6654577041
1058	0.6654227283
1059	0.6653971139
1060	0.6653752402
1061	0.6653594158
1062	0.6653157465
1063	0.6652943771
1064	0.6652681061
1065	0.6652585843
1066	0.665235714
1067	0.6652263957
1068	0.6651968842
1069	0.6651721741
1070	0.6651539871
1071	0.6651396068
1072	0.6651164374
1073	0.6650936147
1074	0.6650749595
1075	0.6650587452
1076	0.6650391968
1077	0.6650221834
1078	0.6650067558
1079	0.6649890235
1080	0.6649622499
1081	0.664939578
1082	0.6649132175
1083	0.6648860954
1084	0.6648617782
1085	0.6648449033
1086	0.6648240792
1087	0.664807242
1088	0.6647906777
1089	0.6647468945
1090	0.6647318544
1091	0.664702437
1092	0.6646697967
1093	0.6646536621
1094	0.6646403033
1095	0.6646169203
1096	0.6645970578
1097	0.664581571
1098	0.664570922
1099	0.6645529492
1100	0.6645278862
1101	0.6644921981
1102	0.6644602972
1103	0.6644425298
1104	0.6643907969
1105	0.6643822013
1106	0.6643600894
1107	0.6643393805
1108	0.6643194305
1109	0.6642905754
1110	0.6642768126
1111	0.6642289141
1112	0.6642056251
1113	0.6641898368
1114	0.6641619733
1115	0.6641457058
1116	0.6641183706
1117	0.6640930565
1118	0.6640705027
1119	0.6640593468
1120	0.6640335194
1121	0.6640229523
1122	0.6640079055
1123	0.6639948449
1124	0.6639769417
1125	0.6639595426
1126	0.6639406544
1127	0.6639234679
1128	0.6638956739
1129	0.6638776189
1130	0.6638671641
1131	0.6638339523
1132	0.6638131444
1133	0.6637891059
1134	0.6637692682
1135	0.6637538823
1136	0.6637399494
1137	0.6637183394
1138	0.6636923442
1139	0.6636486856
1140	0.6636413072
1141	0.6636219623
1142	0.6636021347
1143	0.6635767944
1144	0.6635553089
1145	0.6635298817
1146	0.6635109009
1147	0.6634870619
1148	0.6634707294
1149	0.6634394824
1150	0.6634261502
1151	0.6634069164
1152	0.6633925515
1153	0.6633659061
1154	0.6633454634
1155	0.6633257253
1156	0.6633038612
1157	0.6632909894
1158	0.6632602079
1159	0.6632334858
1160	0.6632157047
1161	0.6631973248
1162	0.6631802768
1163	0.6631655307
1164	0.6631380011
1165	0.6631273642
1166	0.6630886908
1167	0.6630709199
1168	0.6630506772
1169	0.6630395676
1170	0.6630174477
1171	0.6630006072
1172	0.6629840774
1173	0.662955906
1174	0.6629238087
1175	0.6629005525
1176	0.6628827981
1177	0.6628655531
1178	0.6628509195
1179	0.6628271089
1180	0.662817061
1181	0.6627956288
1182	0.6627790279
1183	0.6627593522
1184	0.6627429674
1185	0.6627248983
1186	0.6627066411
1187	0.6626961676
1188	0.6626810335
1189	0.662663097
1190	0.6626455177
1191	0.6626287323
1192	0.6625974062
1193	0.6625871335
1194	0.6625616355
1195	0.6625377448
1196	0.662529521
1197	0.6625219208
1198	0.6625018423
1199	0.6624865251
1200	0.6624705714
1201	0.6624481523
1202	0.662434374
1203	0.6624226862
1204	0.6624004485
1205	0.6623844124
1206	0.6623653198
1207	0.6623439231
1208	0.6623250909
1209	0.6622925509
1210	0.6622745675
1211	0.662243271
1212	0.6622283871
1213	0.6622034769
1214	0.6621794822
1215	0.6621647295
1216	0.6621423683
1217	0.6621262225
1218	0.6621062928
1219	0.662095765
1220	0.6620765654
1221	0.6620603497
1222	0.6620387156
1223	0.6620254848
1224	0.6620116616
1225	0.6619981236
1226	0.6619712564
1227	0.6619495989
1228	0.6619308886
1229	0.6619141374
1230	0.6619037761
1231	0.6618872979
1232	0.6618675721
1233	0.6618449096
1234	0.6618321769
1235	0.6617981041
1236	0.6617684932
1237	0.6617549474
1238	0.6617276869
1239	0.661705081
1240	0.6616816827
1241	0.6616585212
1242	0.6616246867
1243	0.6616105381
1244	0.6615952364
1245	0.6615832383
1246	0.6615597869
1247	0.661539943
1248	0.6615257525
1249	0.6615022824
1250	0.6614885911
1251	0.6614607129
1252	0.661448923
1253	0.6614259906
1254	0.6613982108
1255	0.6613827703
1256	0.6613667309
1257	0.6613427144
1258	0.6613175165
1259	0.6612940288
1260	0.6612794763
1261	0.6612538053
1262	0.6612339942
1263	0.6612099806
1264	0.6611835665
1265	0.6611532247
1266	0.6611372636
1267	0.6611207579
1268	0.6611008898
1269	0.6610825075
1270	0.6610560766
1271	0.6610403842
1272	0.6610217214
1273	0.6610026633
1274	0.6609850664
1275	0.6609541428
1276	0.6609334894
1277	0.6609144455
1278	0.6609024263
1279	0.6608830475
1280	0.6608288552
1281	0.6608023693
1282	0.6607836243
1283	0.6607649424
1284	0.6607450399
1285	0.6607294951
1286	0.6607053481
1287	0.6606869829
1288	0.6606641016
1289	0.6606508938
1290	0.6606154835
1291	0.6605877933
1292	0.6605680263
1293	0.660552348
1294	0.6605380393
1295	0.6605169611
1296	0.6605002236
1297	0.6604753692
1298	0.6604568603
1299	0.6604349794
1300	0.660412905
1301	0.6603902255
1302	0.6603730628
1303	0.6603415605
1304	0.6603240823
1305	0.660307224
1306	0.6602872157
1307	0.6602745931
1308	0.6602595409
1309	0.6602335555
1310	0.6602132341
1311	0.6601932573
1312	0.6601816326
1313	0.6601640409
1314	0.660140323
1315	0.6601140423
1316	0.6600850091
1317	0.6600708341
1318	0.6600459573
1319	0.6600331007
1320	0.6600113812
1321	0.6600034828
1322	0.6599781484
1323	0.6599621029
1324	0.6599356921
1325	0.6599034753
1326	0.6598869183
1327	0.6598692064
1328	0.659849838
1329	0.6598269325
1330	0.6597990443
1331	0.6597861299
1332	0.659759525
1333	0.6597352377
1334	0.6597191304
1335	0.6597016385
1336	0.6596922955
1337	0.6596774044
1338	0.6596522684
1339	0.6596425471
1340	0.6596262861
1341	0.659603316
1342	0.6595866356
1343	0.6595442531
1344	0.6595170865
1345	0.659491805
1346	0.6594719946
1347	0.6594589619
1348	0.6594330872
1349	0.6594208045
1350	0.6594084974
1351	0.6593897509
1352	0.6593605244
1353	0.6593458002
1354	0.6593192526
1355	0.6592848153
1356	0.6592650762
1357	0.6592546466
1358	0.6592305135
1359	0.6592071956
1360	0.6591877696
1361	0.6591759728
1362	0.6591601525
1363	0.659143158
1364	0.6591334864
1365	0.6591106998
1366	0.6590903981
1367	0.6590703973
1368	0.6590475357
1369	0.6590260004
1370	0.6590115895
1371	0.6589925177
1372	0.65897924
1373	0.6589635364
1374	0.6589410796
1375	0.6588916991
1376	0.6588721937
1377	0.6588475008
1378	0.6588277259
1379	0.6588092514
1380	0.6587869472
1381	0.6587643244
1382	0.6587386696
1383	0.6587215833
1384	0.6586993152
1385	0.6586816143
1386	0.658667517
1387	0.6586418268
1388	0.6586354692
1389	0.6586223152
1390	0.658608476
1391	0.6585875775
1392	0.6585718867
1393	0.6585573952
1394	0.6585456365
1395	0.6585387919
1396	0.6585294941
1397	0.6585104332
1398	0.6584974553
1399	0.658484419
1400	0.6584651583
1401	0.6584463597
1402	0.6584281826
1403	0.6584140299
1404	0.658392319
1405	0.6583608889
1406	0.6583455461
1407	0.6583374766
1408	0.658321039
1409	0.658311149
1410	0.6582991361
1411	0.658271247
1412	0.6582576431
1413	0.6582365165
1414	0.6581917107
1415	0.6581706896
1416	0.6581543271
1417	0.6581421507
1418	0.6581271627
1419	0.6581167335
1420	0.658094351
1421	0.6580773309
1422	0.6580542546
1423	0.6580357599
1424	0.6580277786
1425	0.6580134538
1426	0.6579961003
1427	0.6579840034
1428	0.6579572907
1429	0.6579467765
1430	0.6579243011
1431	0.6579145108
1432	0.6578859727
1433	0.6578645385
1434	0.6578512059
1435	0.6578298603
1436	0.6578061535
1437	0.6577775688
1438	0.6577482715
1439	0.6577164902
1440	0.6577042163
1441	0.6576747077
1442	0.6576546378
1443	0.6576315514
1444	0.6576142285
1445	0.6575722403
1446	0.6575517482
1447	0.6575362867
1448	0.6575112196
1449	0.6574873807
1450	0.6574650024
1451	0.6574536165
1452	0.6574410665
1453	0.657400152
1454	0.6573857492
1455	0.6573643187
1456	0.6573406126
1457	0.6573226675
1458	0.6573175342
1459	0.6572943962
1460	0.6572779277
1461	0.6572683804
1462	0.6572480239
1463	0.6572212106
1464	0.6571884006
1465	0.6571739196
1466	0.6571575802
1467	0.6571378062
1468	0.6571253453
1469	0.6571105619
1470	0.6570879645
1471	0.6570782742
1472	0.6570583986
1473	0.6570371194
1474	0.6570274301
1475	0.6570127697
1476	0.6570041098
1477	0.6569719604
1478	0.6569555408
1479	0.6569373416
1480	0.6569139608
1481	0.6569021515
1482	0.6568911945
1483	0.6568452741
1484	0.6567932209
1485	0.6567676412
1486	0.6567385061
1487	0.656725778
1488	0.6567089343
1489	0.6566884877
1490	0.6566400932
1491	0.6566139901
1492	0.6566007779
1493	0.6565894854
1494	0.6565639822
1495	0.656554249
1496	0.6565306353
1497	0.6565022295
1498	0.6564854826
1499	0.6564773479
1500	0.6564581314
1501	0.6564443469
1502	0.6564208237
1503	0.6564132197
1504	0.6563949417
1505	0.6563595674
1506	0.6563158538
1507	0.6562921544
1508	0.6562748857
1509	0.6562451452
1510	0.6562228955
1511	0.6562125537
1512	0.6561907558
1513	0.656179373
