iter	Logloss
1514	0.6561607137
1515	0.6561460275
1516	0.6561335723
1517	0.6561049134
1518	0.6560911789
1519	0.6560715458
1520	0.6560564023
1521	0.6560403057
1522	0.656027891
1523	0.6560162568
1524	0.6559921033
1525	0.6559822674
1526	0.6559658726
1527	0.6559343809
1528	0.6559219811
1529	0.6559051762
1530	0.6558856108
1531	0.6558636178
1532	0.6558438508
1533	0.6558334867
1534	0.6558170555
1535	0.6557938201
1536	0.6557712029
1537	0.6557605546
1538	0.6557388861
1539	0.655727828
1540	0.6557049358
1541	0.6556897453
1542	0.6556813288
1543	0.6556720736
1544	0.6556585269
1545	0.6556403294
1546	0.6556198737
1547	0.6556070964
1548	0.6555890385
1549	0.6555758089
1550	0.6555575939
1551	0.655528615
1552	0.6555118568
1553	0.6555012252
1554	0.6554904779
1555	0.6554719828
1556	0.6554541611
1557	0.6554374251
1558	0.6554256244
1559	0.6553941285
1560	0.655371308
1561	0.6553587339
1562	0.6553427158
1563	0.655317899
1564	0.6553059494
1565	0.6552710801
1566	0.6552480588
1567	0.6552325895
1568	0.6552115602
1569	0.6551923845
1570	0.6551783876
1571	0.6551418227
1572	0.6551342124
1573	0.6550929621
1574	0.655072635
1575	0.655052021
1576	0.6550252653
1577	0.6549799242
1578	0.6549719029
1579	0.6549628499
1580	0.6549558558
1581	0.6549461143
1582	0.6549291522
1583	0.654913354
1584	0.6549019191
1585	0.6548814374
1586	0.6548606367
1587	0.654843719
1588	0.6548215409
1589	0.6548044862
1590	0.6547826743
1591	0.6547702562
1592	0.6547444005
1593	0.6547267668
1594	0.6547088731
1595	0.6546936545
1596	0.6546802234
1597	0.654657258
1598	0.6546511454
1599	0.6546288771
1600	0.6546059036
1601	0.654588984
1602	0.6545703088
1603	0.6545650195
1604	0.6545531812
1605	0.6545276546
1606	0.6545099119
1607	0.6544894599
1608	0.6544693632
1609	0.6544421588
1610	0.6544173663
1611	0.654399181
1612	0.6543762055
1613	0.6543627741
1614	0.654340847
1615	0.6543295249
1616	0.6543031218
1617	0.6542900205
1618	0.6542456291
1619	0.6542381422
1620	0.654225061
1621	0.6542088996
1622	0.6541962316
1623	0.6541818978
1624	0.654159511
1625	0.6541409713
1626	0.6541203643
1627	0.6541034349
1628	0.654077389
1629	0.654055467
1630	0.6540298691
1631	0.6540169852
1632	0.6540027919
1633	0.6539803108
1634	0.6539554627
1635	0.6539397163
1636	0.6539276144
1637	0.6539065628
1638	0.6538920215
1639	0.6538725147
1640	0.6538567809
1641	0.6538427196
1642	0.6538249731
1643	0.65381571
1644	0.65379059
1645	0.6537740358
1646	0.6537521272
1647	0.6537314432
1648	0.6537085056
1649	0.6536687536
1650	0.6536505311
1651	0.6536429494
1652	0.6536292858
1653	0.6536099303
1654	0.6535990109
1655	0.6535814668
1656	0.653567658
1657	0.6535500421
1658	0.6535449639
1659	0.6535222286
1660	0.6535115185
1661	0.6535010901
1662	0.6534766331
1663	0.6534514953
1664	0.6534095375
1665	0.6533827802
1666	0.6533719618
1667	0.6533614493
1668	0.6533488254
1669	0.6533332207
1670	0.6532914759
1671	0.6532761848
1672	0.6532671642
1673	0.6532538593
1674	0.6532419001
1675	0.6532292914
1676	0.6532142776
1677	0.6532046992
1678	0.653182652
1679	0.6531637193
1680	0.6531427994
1681	0.6531253391
1682	0.653105248
1683	0.6530768613
1684	0.6530612647
1685	0.6530435854
1686	0.6530292953
1687	0.6529880532
1688	0.6529711407
1689	0.6529601429
1690	0.6529351231
1691	0.6529212775
1692	0.652892622
1693	0.6528749744
1694	0.652864406
1695	0.6528359839
1696	0.6528158254
1697	0.6527984625
1698	0.6527883674
1699	0.6527788213
1700	0.6527512556
1701	0.6527454578
1702	0.6527284153
1703	0.6527086577
1704	0.6526795956
1705	0.6526378375
1706	0.6526208898
1707	0.6526015905
1708	0.6525746399
1709	0.6525633519
1710	0.6525494397
1711	0.6525228682
1712	0.6525097878
1713	0.6524869296
1714	0.6524663373
1715	0.6524488168
1716	0.6524156512
1717	0.6523929544
1718	0.6523697015
1719	0.6523501978
1720	0.6523346246
1721	0.6523162686
1722	0.6523071936
1723	0.6522951613
1724	0.6522870831
1725	0.6522677226
1726	0.6522465441
1727	0.652229782
1728	0.652210177
1729	0.6521925258
1730	0.6521703873
1731	0.6521554393
1732	0.6521389723
1733	0.6521189299
1734	0.6521060234
1735	0.6520780835
1736	0.6520489805
1737	0.6520346991
1738	0.6520192703
1739	0.6519943418
1740	0.651977009
1741	0.6519545593
1742	0.651944172
1743	0.6519293015
1744	0.6519117682
1745	0.6518990766
1746	0.6518774996
1747	0.6518609253
1748	0.6518502949
1749	0.6518313707
1750	0.6518139061
1751	0.651766697
1752	0.6517436065
1753	0.6517255238
1754	0.6517099002
1755	0.6516896586
1756	0.6516707565
1757	0.6516594347
1758	0.6516472738
1759	0.6516203902
1760	0.6516099742
1761	0.6515970743
1762	0.6515681329
1763	0.6515413416
1764	0.6515271167
1765	0.6515180864
1766	0.6515091234
1767	0.6514704616
1768	0.6514575849
1769	0.6514385199
1770	0.6514258429
1771	0.6514103343
1772	0.6513986192
1773	0.6513767117
1774	0.6513580095
1775	0.6513432663
1776	0.6513299637
1777	0.6513071768
1778	0.6512897275
1779	0.651282585
1780	0.65126814
1781	0.6512548615
1782	0.6512347732
1783	0.6512141529
1784	0.6511823313
1785	0.6511690712
1786	0.6511546165
1787	0.6511279374
1788	0.6511171099
1789	0.6510997739
1790	0.6510792941
1791	0.6510414999
1792	0.6510265942
1793	0.6510186768
1794	0.6510028663
1795	0.6509848152
1796	0.6509677073
1797	0.6509570839
1798	0.6509447534
1799	0.650925135
1800	0.6509114601
1801	0.6508980741
1802	0.6508840045
1803	0.6508645403
1804	0.65084009
1805	0.6508264141
1806	0.6508068296
1807	0.6507895167
1808	0.6507601305
1809	0.6507361383
1810	0.6507119908
1811	0.6507024511
1812	0.6506949116
1813	0.6506866174
1814	0.6506738487
1815	0.6506463563
1816	0.6506220456
1817	0.6505912976
1818	0.6505729424
1819	0.6505620564
1820	0.6505415711
1821	0.6505221042
1822	0.6505080491
1823	0.6504833598
1824	0.6504753498
1825	0.6504653234
1826	0.6504528766
1827	0.6504455687
1828	0.6504343391
1829	0.6504279085
1830	0.6504188622
1831	0.6503718858
1832	0.6503562648
1833	0.6503356962
1834	0.6503110837
1835	0.6502965735
1836	0.6502839412
1837	0.6502698985
1838	0.6502502476
1839	0.6502099747
1840	0.6501986841
1841	0.6501786206
1842	0.6501667211
1843	0.6501316863
1844	0.6501171236
1845	0.650095348
1846	0.6500807406
1847	0.6500511982
1848	0.6500324236
1849	0.6500149951
1850	0.6499920193
1851	0.6499829636
1852	0.6499647304
1853	0.649946812
1854	0.6499357215
1855	0.6499090486
1856	0.6498934053
1857	0.6498746764
1858	0.6498648305
1859	0.649833587
1860	0.6498272174
1861	0.6498160988
1862	0.6498030872
1863	0.6497882547
1864	0.6497534998
1865	0.6497393093
1866	0.6497299843
1867	0.6497041846
1868	0.649694477
1869	0.6496855915
1870	0.6496562735
1871	0.6496449357
1872	0.649632862
1873	0.6496139912
1874	0.6495656616
1875	0.6495497279
1876	0.6495251937
1877	0.6495155948
1878	0.6495096437
1879	0.6494973951
1880	0.6494891781
1881	0.6494778208
1882	0.6494641872
1883	0.6494562879
1884	0.6494419544
1885	0.649428444
1886	0.6494120568
1887	0.6493991619
1888	0.649386637
1889	0.6493693944
1890	0.64932394
1891	0.6493078102
1892	0.6492946381
1893	0.649281148
1894	0.6492662312
1895	0.6492476649
1896	0.6492307653
1897	0.6492183136
1898	0.6491911524
1899	0.6491785809
1900	0.6491648385
1901	0.6491445744
1902	0.6491333836
1903	0.6491142656
1904	0.6491001081
1905	0.6490775424
1906	0.6490646393
1907	0.6490413125
1908	0.6490194047
1909	0.648997771
1910	0.6489846139
1911	0.6489612399
1912	0.6489524608
1913	0.648936962
1914	0.6489287047
1915	0.648895827
1916	0.6488869262
1917	0.6488652375
1918	0.6488443268
1919	0.6488332093
1920	0.6488140616
1921	0.6487918088
1922	0.6487744943
1923	0.648750759
1924	0.6487291813
1925	0.6487089058
1926	0.6486934873
1927	0.6486709172
1928	0.6486460014
1929	0.6486155241
1930	0.6486046353
1931	0.6485780024
1932	0.6485533761
1933	0.6485219919
1934	0.6485144724
1935	0.6484986794
1936	0.6484772842
1937	0.648462416
1938	0.648453433
1939	0.6484382636
1940	0.6484217982
1941	0.6484072821
1942	0.6483898133
1943	0.648367398
1944	0.6483571526
1945	0.6483439251
1946	0.648309511
1947	0.6482932265
1948	0.6482832769
1949	0.6482762285
1950	0.6482602186
1951	0.6482516625
1952	0.6482348084
1953	0.6482228763
1954	0.648202232
1955	0.6481578395
1956	0.6481331223
1957	0.64811525
1958	0.6481035521
1959	0.6480889525
1960	0.6480644445
1961	0.6480457017
1962	0.6480278586
1963	0.6480025062
1964	0.6479850105
1965	0.6479667241
1966	0.647925714
1967	0.6478972052
1968	0.647878921
1969	0.6478597831
1970	0.6478464296
1971	0.6478319729
1972	0.647800126
1973	0.6477847243
1974	0.6477655867
1975	0.6477123434
1976	0.6477008359
1977	0.6476878801
1978	0.6476797937
1979	0.6476657073
1980	0.6476597778
1981	0.6476337648
1982	0.6476209655
1983	0.6476085017
1984	0.6475951921
1985	0.6475851926
1986	0.6475678674
1987	0.6475493409
1988	0.6475400391
1989	0.6475234835
1990	0.6475133346
1991	0.6475052402
1992	0.6474934677
1993	0.6474771167
1994	0.6474640436
1995	0.6474348407
1996	0.6474237564
1997	0.6474036106
1998	0.6473943989
1999	0.6473743383
